county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Associate Degree Granting Institution %
Adams,112011103,Bermudian Springs SD,0003,Bermudian Springs HS,147,99,67.35%,99,67.35%,105,71.43%,6,4.08%,0,0.00%
,,,9999,Bermudian Springs SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112011603,Conewago Valley SD,0017,New Oxford SHS,267,176,65.92%,167,62.55%,186,69.66%,10,3.75%,9,3.37%
,112013054,Fairfield Area SD,6269,Fairfield Area HS,89,73,82.02%,73,82.02%,75,84.27%,2,2.25%,0,0.00%
,,,9999,Fairfield Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112013753,Gettysburg Area SD,6271,Gettysburg Area HS,263,201,76.43%,186,70.72%,205,77.95%,4,1.52%,15,5.70%
,,,9999,Gettysburg Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112015203,Littlestown Area SD,0014,Littlestown SHS,155,105,67.74%,92,59.35%,107,69.03%,2,1.29%,13,8.39%
,,,9999,Littlestown Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112018523,Upper Adams SD,0021,Biglerville HS,114,74,64.91%,69,60.53%,75,65.79%,1,0.88%,5,4.39%
,,,9999,Upper Adams SD,7,0,0.00%,0,0.00%,1,14.29%,1,14.29%,0,0.00%
Allegheny,102020001,City CHS,7727,City CHS,132,95,71.97%,91,68.94%,98,74.24%,3,2.27%,4,3.03%
,102020003,The New Academy CS,7846,Academy CS,15,7,46.67%,7,46.67%,10,66.67%,3,20.00%,0,0.00%
,102023080,Urban Pathways 6-12 CS,7562,Urban Pathways 6-12 CS,41,37,90.24%,35,85.37%,39,95.12%,2,4.88%,2,4.88%
,102023217,Hill House Passport Academy Charter School,8308,Hill House Passport Academy Charter School,83,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,102027451,Pittsburgh SD,0409,Pittsburgh Allderdice HS,333,199,59.76%,198,59.46%,203,60.96%,4,1.20%,1,0.30%
,,,0412,Pittsburgh Carrick HS,148,114,77.03%,101,68.24%,118,79.73%,4,2.70%,13,8.78%
,,,0416,Pittsburgh Perry HS,81,56,69.14%,52,64.20%,59,72.84%,3,3.70%,4,4.94%
,,,6047,Pittsburgh Oliver,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6811,Pittsburgh Conroy,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,6915,Pittsburgh Brashear HS,269,163,60.59%,157,58.36%,178,66.17%,15,5.58%,6,2.23%
,,,8105,Pittsburgh Obama 6-12,114,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8106,Pittsburgh CAPA 6-12,134,2,1.49%,2,1.49%,2,1.49%,0,0.00%,0,0.00%
,,,8107,Pittsburgh Science and Technology Academy,69,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,8110,Pittsburgh Milliones 6-12,72,3,4.17%,3,4.17%,4,5.56%,1,1.39%,0,0.00%
,,,8203,Academy at Westinghouse,75,5,6.67%,5,6.67%,7,9.33%,2,2.67%,0,0.00%
,,,8300,Pittsburgh Online Academy,29,8,27.59%,8,27.59%,8,27.59%,0,0.00%,0,0.00%
,,,9999,Pittsburgh SD,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0,0.00%
,103020002,Propel CS-Homestead,7772,Propel CS-Homestead,39,33,84.62%,33,84.62%,33,84.62%,0,0.00%,0,0.00%
,103020603,Allegheny Valley SD,0029,Springdale JSHS,86,62,72.09%,57,66.28%,65,75.58%,3,3.49%,5,5.81%
,,,9999,Allegheny Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103020753,Avonworth SD,5199,Avonworth HS,98,86,87.76%,86,87.76%,86,87.76%,0,0.00%,0,0.00%
,,,9999,Avonworth SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103021003,Pine-Richland SD,0315,Pine-Richland HS,363,334,92.01%,334,92.01%,341,93.94%,7,1.93%,0,0.00%
,,,9999,Pine-Richland SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103021102,Baldwin-Whitehall SD,0050,Baldwin SHS,329,272,82.67%,268,81.46%,282,85.71%,10,3.04%,4,1.22%
,,,9999,Baldwin-Whitehall SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103021252,Bethel Park SD,0062,Bethel Park HS,416,338,81.25%,338,81.25%,338,81.25%,0,0.00%,0,0.00%
,,,9999,Bethel Park SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103021453,Brentwood Borough SD,0070,Brentwood SHS,109,94,86.24%,87,79.82%,96,88.07%,2,1.83%,7,6.42%
,103021603,Carlynton SD,0079,Carlynton JSHS,104,72,69.23%,65,62.50%,75,72.12%,3,2.88%,7,6.73%
,103021752,Chartiers Valley SD,6706,Chartiers Valley HS,267,215,80.52%,215,80.52%,215,80.52%,0,0.00%,0,0.00%
,,,9999,Chartiers Valley SD,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
,103021903,Clairton City SD,8094,Clairton MS/HS,51,34,66.67%,28,54.90%,34,66.67%,0,0.00%,6,11.76%
,,,9999,Clairton City SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103022103,Cornell SD,8087,Cornell HS,44,35,79.55%,35,79.55%,40,90.91%,5,11.36%,0,0.00%
,103022253,Deer Lakes SD,0513,Deer Lakes HS,160,122,76.25%,122,76.25%,138,86.25%,16,10.00%,0,0.00%
,,,9999,Deer Lakes SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,103022803,East Allegheny SD,8340,East Allegheny JSHS,103,79,76.70%,77,74.76%,79,76.70%,0,0.00%,2,1.94%
,,,9999,East Allegheny SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103023153,Elizabeth Forward SD,0144,Elizabeth Forward SHS,195,146,74.87%,137,70.26%,147,75.38%,1,0.51%,9,4.62%
,103023410,Spectrum CS,7648,Spectrum CS,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0,0.00%
,103023912,Fox Chapel Area SD,0156,Fox Chapel Area HS,346,303,87.57%,302,87.28%,305,88.15%,2,0.58%,1,0.29%
,,,9999,Fox Chapel Area SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,103024102,Gateway SD,0170,Gateway SHS,269,222,82.53%,216,80.30%,226,84.01%,4,1.49%,6,2.23%
,,,9999,Gateway SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103024603,Hampton Township SD,5190,Hampton HS,263,243,92.40%,242,92.02%,244,92.78%,1,0.38%,1,0.38%
,,,9999,Hampton Township SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103024753,Highlands SD,5153,Highlands SHS,159,101,63.52%,100,62.89%,107,67.30%,6,3.77%,1,0.63%
,,,9999,Highlands SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103025002,Keystone Oaks SD,5112,Keystone Oaks HS,139,109,78.42%,100,71.94%,109,78.42%,0,0.00%,9,6.47%
,,,9999,Keystone Oaks SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103026002,McKeesport Area SD,6105,McKeesport Area SHS,238,132,55.46%,132,55.46%,147,61.76%,15,6.30%,0,0.00%
,103026303,Montour SD,5017,Montour HS,258,215,83.33%,212,82.17%,218,84.50%,3,1.16%,3,1.16%
,,,9999,Montour SD,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
,103026343,Moon Area SD,4951,Moon SHS,274,253,92.34%,242,88.32%,254,92.70%,1,0.36%,11,4.01%
,,,9999,Moon Area SD,8,1,12.50%,0,0.00%,1,12.50%,0,0.00%,1,12.50%
,103026402,Mt Lebanon SD,0254,Mt Lebanon SHS,437,422,96.57%,422,96.57%,423,96.80%,1,0.23%,0,0.00%
,,,9999,Mt Lebanon SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,103026852,North Allegheny SD,8305,North Allegheny HS,641,575,89.70%,570,88.92%,576,89.86%,1,0.16%,5,0.78%
,103026873,Northgate SD,0053,Northgate MSHS,61,44,72.13%,44,72.13%,47,77.05%,3,4.92%,0,0.00%
,103026902,North Hills SD,7101,North Hills SHS,348,277,79.60%,271,77.87%,297,85.34%,20,5.75%,6,1.72%
,103027352,Penn Hills SD,0309,Penn Hills SHS,293,233,79.52%,229,78.16%,242,82.59%,9,3.07%,4,1.37%
,,,9999,Penn Hills SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103027503,Plum Borough SD,0435,Plum SHS,300,231,77.00%,226,75.33%,241,80.33%,10,3.33%,5,1.67%
,,,9999,Plum Borough SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103027753,Quaker Valley SD,0448,Quaker Valley HS,151,128,84.77%,126,83.44%,128,84.77%,0,0.00%,2,1.32%
,,,9999,Quaker Valley SD,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
,103028203,Riverview SD,6928,Riverview JSHS,62,55,88.71%,55,88.71%,56,90.32%,1,1.61%,0,0.00%
,103028302,Shaler Area SD,0460,Shaler Area HS,375,271,72.27%,271,72.27%,294,78.40%,23,6.13%,0,0.00%
,,,9999,Shaler Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103028425,Westinghouse Arts Academy CS,8392,Westinghouse Arts Academy CS,5,1,20.00%,1,20.00%,2,40.00%,1,20.00%,0,0.00%
,103028653,South Allegheny SD,0440,South Allegheny MS/HS,110,65,59.09%,60,54.55%,68,61.82%,3,2.73%,5,4.55%
,,,9999,South Allegheny SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103028703,South Fayette Township SD,0470,South Fayette Twp HS,189,170,89.95%,170,89.95%,170,89.95%,0,0.00%,0,0.00%
,,,9999,South Fayette Township SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103028753,South Park SD,0467,South Park SHS,171,167,97.66%,167,97.66%,167,97.66%,0,0.00%,0,0.00%
,,,9999,South Park SD,3,1,33.33%,1,33.33%,2,66.67%,1,33.33%,0,0.00%
,103028833,Steel Valley SD,0196,Steel Valley SHS,114,70,61.40%,66,57.89%,76,66.67%,6,5.26%,4,3.51%
,,,9999,Steel Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103028853,Sto-Rox SD,0477,Sto-Rox JSHS,64,45,70.31%,44,68.75%,45,70.31%,0,0.00%,1,1.56%
,,,9999,Sto-Rox SD,5,1,20.00%,0,0.00%,1,20.00%,0,0.00%,1,20.00%
,103029203,Upper Saint Clair SD,0492,Upper Saint Clair HS,336,311,92.56%,311,92.56%,311,92.56%,0,0.00%,0,0.00%
,,,9999,Upper Saint Clair SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103029403,West Allegheny SD,0509,West Allegheny SHS,255,223,87.45%,220,86.27%,225,88.24%,2,0.78%,3,1.18%
,103029553,West Jefferson Hills SD,0523,Thomas Jefferson HS,206,173,83.98%,171,83.01%,174,84.47%,1,0.49%,2,0.97%
,103029603,West Mifflin Area SD,0536,West Mifflin Area HS,246,186,75.61%,174,70.73%,189,76.83%,3,1.22%,12,4.88%
,,,9999,West Mifflin Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,103029902,Woodland Hills SD,0107,Woodland Hills JSHS,255,188,73.73%,182,71.37%,197,77.25%,9,3.53%,6,2.35%
,,,9999,Woodland Hills SD,7,1,14.29%,1,14.29%,4,57.14%,3,42.86%,0,0.00%
,115220003,Pennsylvania Distance Learning CS,7821,Pennsylvania Distance Learning CS,93,56,60.22%,52,55.91%,60,64.52%,4,4.30%,4,4.30%
,160028259,Propel CS-Braddock Hills,8129,Propel CS-Braddock Hills,50,44,88.00%,38,76.00%,45,90.00%,1,2.00%,6,12.00%
Armstrong,128030603,Apollo-Ridge SD,2320,Apollo-Ridge HS,67,39,58.21%,38,56.72%,41,61.19%,2,2.99%,1,1.49%
,,,9999,Apollo-Ridge SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,128030852,Armstrong SD,7640,West Shamokin JSHS,66,39,59.09%,38,57.58%,40,60.61%,1,1.52%,1,1.52%
,,,8342,Armstrong JSHS,220,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Armstrong SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,128033053,Freeport Area SD,0594,Freeport Area SHS,160,133,83.13%,126,78.75%,134,83.75%,1,0.63%,7,4.38%
,128034503,Leechburg Area SD,7923,Leechburg Area HS,55,34,61.82%,34,61.82%,38,69.09%,4,7.27%,0,0.00%
,128034607,Lenape Tech,4807,Lenape Tech,166,71,42.77%,64,38.55%,83,50.00%,12,7.23%,7,4.22%
Beaver,127040002,Lincoln Park Performing Arts CS,7859,Lincoln Park Performing Arts CS,129,108,83.72%,108,83.72%,111,86.05%,3,2.33%,0,0.00%
,127040503,Aliquippa SD,8086,Aliquippa JSHS,57,33,57.89%,24,42.11%,34,59.65%,1,1.75%,9,15.79%
,127040703,Ambridge Area SD,6555,Ambridge Area HS,164,114,69.51%,102,62.20%,123,75.00%,9,5.49%,12,7.32%
,,,9999,Ambridge Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,127041203,Beaver Area SD,0640,Beaver Area SHS,169,136,80.47%,131,77.51%,138,81.66%,2,1.18%,5,2.96%
,127041503,Big Beaver Falls Area SD,0649,Beaver Falls Area SHS,81,40,49.38%,39,48.15%,45,55.56%,5,6.17%,1,1.23%
,127041603,Blackhawk SD,6707,Blackhawk HS,207,177,85.51%,170,82.13%,181,87.44%,4,1.93%,7,3.38%
,,,9999,Blackhawk SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,127042003,Central Valley SD,8044,Central Valley HS,160,113,70.63%,112,70.00%,113,70.63%,0,0.00%,1,0.63%
,127042853,Freedom Area SD,6563,Freedom Area SHS,110,61,55.45%,51,46.36%,69,62.73%,8,7.27%,10,9.09%
,127043430,Pennsylvania Cyber CS,7650,Pennsylvania Cyber CS,"1,294",686,53.01%,576,44.51%,712,55.02%,26,2.01%,110,8.50%
,127044103,Hopewell Area SD,0675,Hopewell SHS,153,112,73.20%,108,70.59%,117,76.47%,5,3.27%,4,2.61%
,127045653,New Brighton Area SD,0695,New Brighton Area HS,105,59,56.19%,56,53.33%,60,57.14%,1,0.95%,3,2.86%
,,,9999,New Brighton Area SD,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
,127045853,Riverside Beaver County SD,0700,Riverside HS,102,68,66.67%,66,64.71%,68,66.67%,0,0.00%,2,1.96%
,,,9999,Riverside Beaver County SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,127046903,Rochester Area SD,8000,Rochester High School,52,28,53.85%,27,51.92%,33,63.46%,5,9.62%,1,1.92%
,,,9999,Rochester Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,127047404,South Side Area SD,0714,South Side HS,89,66,74.16%,65,73.03%,66,74.16%,0,0.00%,1,1.12%
,,,9999,South Side Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,127049303,Western Beaver County SD,0719,Western Beaver Co JSHS,56,32,57.14%,29,51.79%,34,60.71%,2,3.57%,3,5.36%
,,,9999,Western Beaver County SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Bedford,108051003,Bedford Area SD,0726,Bedford SHS,146,74,50.68%,73,50.00%,80,54.79%,6,4.11%,1,0.68%
,,,9999,Bedford Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108051503,Chestnut Ridge SD,0732,Chestnut Ridge SHS,114,66,57.89%,60,52.63%,78,68.42%,12,10.53%,6,5.26%
,,,9999,Chestnut Ridge SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108053003,Everett Area SD,7897,Everett Area HS,98,53,54.08%,53,54.08%,55,56.12%,2,2.04%,0,0.00%
,108056004,Northern Bedford County SD,0747,Northern Bedford Co MS/SHS,79,35,44.30%,33,41.77%,36,45.57%,1,1.27%,2,2.53%
,108057079,HOPE for Hyndman CS,8154,HOPE for Hyndman CS,34,15,44.12%,14,41.18%,16,47.06%,1,2.94%,1,2.94%
,108058003,Tussey Mountain SD,0753,Tussey Mountain HS,74,37,50.00%,32,43.24%,37,50.00%,0,0.00%,5,6.76%
Berks,114060392,I-LEAD Charter School,8155,I-LEAD Charter School,71,32,45.07%,32,45.07%,39,54.93%,7,9.86%,0,0.00%
,114060503,Antietam SD,0820,Antietam MS/HS,81,65,80.25%,65,80.25%,66,81.48%,1,1.23%,0,0.00%
,,,9999,Antietam SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114060753,Boyertown Area SD,6306,Boyertown Area SHS,522,385,73.75%,376,72.03%,389,74.52%,4,0.77%,9,1.72%
,,,9999,Boyertown Area SD,19,3,15.79%,2,10.53%,4,21.05%,1,5.26%,1,5.26%
,114060853,Brandywine Heights Area SD,6308,Brandywine Heights HS,113,75,66.37%,72,63.72%,75,66.37%,0,0.00%,3,2.65%
,,,9999,Brandywine Heights Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114061103,Conrad Weiser Area SD,0777,Conrad Weiser HS,242,174,71.90%,165,68.18%,181,74.79%,7,2.89%,9,3.72%
,,,9999,Conrad Weiser Area SD,2,1,50.00%,0,0.00%,1,50.00%,0,0.00%,1,50.00%
,114061503,Daniel Boone Area SD,4810,Daniel Boone Area HS,287,219,76.31%,219,76.31%,224,78.05%,5,1.74%,0,0.00%
,,,9999,Daniel Boone Area SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114062003,Exeter Township SD,0788,Exeter Twp SHS,327,233,71.25%,231,70.64%,241,73.70%,8,2.45%,2,0.61%
,,,9999,Exeter Township SD,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0,0.00%
,114062503,Fleetwood Area SD,5023,Fleetwood SHS,193,129,66.84%,121,62.69%,130,67.36%,1,0.52%,8,4.15%
,114063003,Governor Mifflin SD,0802,Governor Mifflin SHS,327,230,70.34%,225,68.81%,236,72.17%,6,1.83%,5,1.53%
,114063503,Hamburg Area SD,0808,Hamburg Area HS,169,102,60.36%,92,54.44%,102,60.36%,0,0.00%,10,5.92%
,,,9999,Hamburg Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114064003,Kutztown Area SD,0816,Kutztown Area SHS,113,77,68.14%,77,68.14%,87,76.99%,10,8.85%,0,0.00%
,114065503,Muhlenberg SD,6610,Muhlenberg HS,265,179,67.55%,173,65.28%,179,67.55%,0,0.00%,6,2.26%
,114066503,Oley Valley SD,6318,Oley Valley SHS,135,101,74.81%,101,74.81%,111,82.22%,10,7.41%,0,0.00%
,,,9999,Oley Valley SD,8,2,25.00%,2,25.00%,3,37.50%,1,12.50%,0,0.00%
,114067002,Reading SD,8116,Reading SHS,795,478,60.13%,442,55.60%,483,60.75%,5,0.63%,36,4.53%
,,,9999,Reading SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114067503,Schuylkill Valley SD,0864,Schuylkill Valley HS,144,110,76.39%,105,72.92%,114,79.17%,4,2.78%,5,3.47%
,,,9999,Schuylkill Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114068003,Tulpehocken Area SD,4670,Tulpehocken JSHS,111,58,52.25%,58,52.25%,62,55.86%,4,3.60%,0,0.00%
,,,9999,Tulpehocken Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114068103,Twin Valley SD,0873,Twin Valley HS,266,191,71.80%,180,67.67%,195,73.31%,4,1.50%,11,4.14%
,,,9999,Twin Valley SD,17,4,23.53%,4,23.53%,6,35.29%,2,11.76%,0,0.00%
,114069103,Wilson  SD,6980,Wilson HS,489,290,59.30%,290,59.30%,294,60.12%,4,0.82%,0,0.00%
,,,9999,Wilson  SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,114069353,Wyomissing Area SD,0887,Wyomissing Area JSHS,166,134,80.72%,133,80.12%,136,81.93%,2,1.20%,1,0.60%
,,,9999,Wyomissing Area SD,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
Blair,108070001,Central PA Digital Learning Foundation C,7720,Central PA Digital Lrng Foundation CS,16,4,25.00%,3,18.75%,4,25.00%,0,0.00%,1,6.25%
,108070502,Altoona Area SD,0913,Altoona Area HS,533,302,56.66%,294,55.16%,336,63.04%,34,6.38%,8,1.50%
,,,7425,Kimmel Alternative School,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108071003,Bellwood-Antis SD,0917,Bellwood-Antis HS,85,58,68.24%,58,68.24%,58,68.24%,0,0.00%,0,0.00%
,,,9999,Bellwood-Antis SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108071504,Claysburg-Kimmel SD,0921,Claysburg-Kimmel HS,53,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108073503,Hollidaysburg Area SD,5207,Hollidaysburg Area SHS,263,172,65.40%,168,63.88%,178,67.68%,6,2.28%,4,1.52%
,,,9999,Hollidaysburg Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108077503,Spring Cove SD,0941,Central HS,138,88,63.77%,84,60.87%,92,66.67%,4,2.90%,4,2.90%
,,,9999,Spring Cove SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,108078003,Tyrone Area SD,0949,Tyrone Area HS,131,83,63.36%,79,60.31%,88,67.18%,5,3.82%,4,3.05%
,108079004,Williamsburg Community SD,0951,Williamsburg Community JSHS,29,13,44.83%,10,34.48%,15,51.72%,2,6.90%,3,10.34%
,,,9999,Williamsburg Community SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Bradford,117080503,Athens Area SD,0958,Athens Area HS,151,80,52.98%,77,50.99%,82,54.30%,2,1.32%,3,1.99%
,117081003,Canton Area SD,0988,Canton JSHS,69,40,57.97%,40,57.97%,40,57.97%,0,0.00%,0,0.00%
,117083004,Northeast Bradford SD,0964,Northeast Bradford JSHS,75,37,49.33%,34,45.33%,41,54.67%,4,5.33%,3,4.00%
,117086003,Sayre Area SD,0965,Sayre Area HS,62,36,58.06%,36,58.06%,42,67.74%,6,9.68%,0,0.00%
,117086503,Towanda Area SD,5208,Towanda Area JSHS,111,72,64.86%,68,61.26%,78,70.27%,6,5.41%,4,3.60%
,117086653,Troy Area SD,1000,Troy Area JSHS,97,57,58.76%,57,58.76%,60,61.86%,3,3.09%,0,0.00%
,117089003,Wyalusing Area SD,1005,Wyalusing Valley JSHS,88,50,56.82%,49,55.68%,50,56.82%,0,0.00%,1,1.14%
Bucks,122090001,Center for Student Learning CS at Pennsb,7726,Center for Student Lrng CS Pennsbury,26,14,53.85%,14,53.85%,16,61.54%,2,7.69%,0,0.00%
,122091002,Bensalem Township SD,5116,Bensalem Twp HS,396,320,80.81%,318,80.30%,326,82.32%,6,1.52%,2,0.51%
,,,9999,Bensalem Township SD,20,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
