,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
0,3.0,167,86,51.50%,85,50.90%,89,53.29%,3,1.80%,1,0.60%
1,,167,86,51.50%,85,50.90%,89,53.29%,3,1.80%,1,0.60%
2,17.0,278,164,58.99%,163,58.63%,167,60.07%,3,1.08%,1,0.36%
3,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
4,,279,164,58.78%,163,58.42%,167,59.86%,3,1.08%,1,0.36%
5,6269.0,89,56,62.92%,54,60.67%,57,64.04%,1,1.12%,2,2.25%
6,,89,56,62.92%,54,60.67%,57,64.04%,1,1.12%,2,2.25%
7,6271.0,232,161,69.40%,155,66.81%,166,71.55%,5,2.16%,6,2.59%
8,,232,161,69.40%,155,66.81%,166,71.55%,5,2.16%,6,2.59%
9,14.0,143,71,49.65%,71,49.65%,77,53.85%,6,4.20%,0,0.00%
10,,143,71,49.65%,71,49.65%,77,53.85%,6,4.20%,0,0.00%
11,21.0,134,61,45.52%,61,45.52%,66,49.25%,5,3.73%,0,0.00%
12,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
13,,140,61,43.57%,61,43.57%,66,47.14%,5,3.57%,0,0.00%
14,,"1,050",599,57.05%,589,56.10%,622,59.24%,23,2.19%,10,0.95%
15,7727.0,132,78,59.09%,73,55.30%,86,65.15%,8,6.06%,5,3.79%
16,,132,78,59.09%,73,55.30%,86,65.15%,8,6.06%,5,3.79%
17,7846.0,19,5,26.32%,5,26.32%,5,26.32%,0,0.00%,0,0.00%
18,,19,5,26.32%,5,26.32%,5,26.32%,0,0.00%,0,0.00%
19,7562.0,32,24,75.00%,22,68.75%,24,75.00%,0,0.00%,2,6.25%
20,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
21,,33,25,75.76%,23,69.70%,25,75.76%,0,0.00%,2,6.06%
22,8308.0,80,25,31.25%,25,31.25%,41,51.25%,16,20.00%,0,0.00%
23,,80,25,31.25%,25,31.25%,41,51.25%,16,20.00%,0,0.00%
24,409.0,331,228,68.88%,225,67.98%,244,73.72%,16,4.83%,3,0.91%
25,412.0,110,52,47.27%,43,39.09%,59,53.64%,7,6.36%,9,8.18%
26,416.0,63,36,57.14%,28,44.44%,38,60.32%,2,3.17%,8,12.70%
27,6047.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
28,6664.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
29,6811.0,17,0,0.00%,0,0.00%,1,5.88%,1,5.88%,0,0.00%
30,6915.0,253,136,53.75%,136,53.75%,156,61.66%,20,7.91%,0,0.00%
31,8105.0,100,86,86.00%,83,83.00%,93,93.00%,7,7.00%,3,3.00%
32,8106.0,121,104,85.95%,104,85.95%,108,89.26%,4,3.31%,0,0.00%
33,8107.0,100,80,80.00%,80,80.00%,80,80.00%,0,0.00%,0,0.00%
34,8110.0,62,8,12.90%,7,11.29%,9,14.52%,1,1.61%,1,1.61%
35,8203.0,111,49,44.14%,49,44.14%,50,45.05%,1,0.90%,0,0.00%
36,8300.0,35,34,97.14%,34,97.14%,34,97.14%,0,0.00%,0,0.00%
37,,"1,317",813,61.73%,789,59.91%,872,66.21%,59,4.48%,24,1.82%
38,7772.0,33,31,93.94%,31,93.94%,32,96.97%,1,3.03%,0,0.00%
39,9999.0,1,0,0.00%,0,0.00%,1,100.00%,1,100.00%,0,0.00%
40,,34,31,91.18%,31,91.18%,33,97.06%,2,5.88%,0,0.00%
41,7832.0,25,22,88.00%,22,88.00%,24,96.00%,2,8.00%,0,0.00%
42,9999.0,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
43,,26,23,88.46%,23,88.46%,25,96.15%,2,7.69%,0,0.00%
44,29.0,69,50,72.46%,47,68.12%,50,72.46%,0,0.00%,3,4.35%
45,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
46,,70,50,71.43%,47,67.14%,50,71.43%,0,0.00%,3,4.29%
47,5199.0,116,91,78.45%,91,78.45%,92,79.31%,1,0.86%,0,0.00%
48,,116,91,78.45%,91,78.45%,92,79.31%,1,0.86%,0,0.00%
49,315.0,367,315,85.83%,315,85.83%,318,86.65%,3,0.82%,0,0.00%
50,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
51,,368,315,85.60%,315,85.60%,318,86.41%,3,0.82%,0,0.00%
52,50.0,324,245,75.62%,243,75.00%,247,76.23%,2,0.62%,2,0.62%
53,9999.0,23,8,34.78%,8,34.78%,8,34.78%,0,0.00%,0,0.00%
54,,347,253,72.91%,251,72.33%,255,73.49%,2,0.58%,2,0.58%
55,62.0,311,220,70.74%,220,70.74%,220,70.74%,0,0.00%,0,0.00%
56,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
57,,315,220,69.84%,220,69.84%,220,69.84%,0,0.00%,0,0.00%
58,70.0,79,51,64.56%,51,64.56%,59,74.68%,8,10.13%,0,0.00%
59,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
60,,80,51,63.75%,51,63.75%,59,73.75%,8,10.00%,0,0.00%
61,79.0,87,58,66.67%,58,66.67%,58,66.67%,0,0.00%,0,0.00%
62,,87,58,66.67%,58,66.67%,58,66.67%,0,0.00%,0,0.00%
63,6706.0,232,172,74.14%,171,73.71%,174,75.00%,2,0.86%,1,0.43%
64,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
65,,235,172,73.19%,171,72.77%,174,74.04%,2,0.85%,1,0.43%
66,8094.0,48,17,35.42%,17,35.42%,17,35.42%,0,0.00%,0,0.00%
67,,48,17,35.42%,17,35.42%,17,35.42%,0,0.00%,0,0.00%
68,8087.0,43,26,60.47%,26,60.47%,33,76.74%,7,16.28%,0,0.00%
69,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
70,,44,26,59.09%,26,59.09%,33,75.00%,7,15.91%,0,0.00%
71,513.0,157,97,61.78%,94,59.87%,99,63.06%,2,1.27%,3,1.91%
72,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
73,,159,97,61.01%,94,59.12%,99,62.26%,2,1.26%,3,1.89%
74,8340.0,101,53,52.48%,50,49.50%,54,53.47%,1,0.99%,3,2.97%
75,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
76,,106,53,50.00%,50,47.17%,54,50.94%,1,0.94%,3,2.83%
77,144.0,185,99,53.51%,92,49.73%,106,57.30%,7,3.78%,7,3.78%
78,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
79,,186,99,53.23%,92,49.46%,106,56.99%,7,3.76%,7,3.76%
80,7648.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
81,,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
82,156.0,336,276,82.14%,270,80.36%,276,82.14%,0,0.00%,6,1.79%
83,,336,276,82.14%,270,80.36%,276,82.14%,0,0.00%,6,1.79%
84,170.0,260,114,43.85%,114,43.85%,124,47.69%,10,3.85%,0,0.00%
85,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
86,,264,114,43.18%,114,43.18%,124,46.97%,10,3.79%,0,0.00%
87,5190.0,243,209,86.01%,209,86.01%,209,86.01%,0,0.00%,0,0.00%
88,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
89,,246,209,84.96%,209,84.96%,209,84.96%,0,0.00%,0,0.00%
90,5153.0,143,83,58.04%,82,57.34%,83,58.04%,0,0.00%,1,0.70%
91,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
92,,144,83,57.64%,82,56.94%,83,57.64%,0,0.00%,1,0.69%
93,5112.0,138,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
94,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
95,,140,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
96,6105.0,208,112,53.85%,109,52.40%,126,60.58%,14,6.73%,3,1.44%
97,,208,112,53.85%,109,52.40%,126,60.58%,14,6.73%,3,1.44%
98,5017.0,220,158,71.82%,158,71.82%,160,72.73%,2,0.91%,0,0.00%
99,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
100,,223,158,70.85%,158,70.85%,160,71.75%,2,0.90%,0,0.00%
101,4951.0,273,215,78.75%,209,76.56%,217,79.49%,2,0.73%,6,2.20%
102,9999.0,5,1,20.00%,1,20.00%,1,20.00%,0,0.00%,0,0.00%
103,,278,216,77.70%,210,75.54%,218,78.42%,2,0.72%,6,2.16%
104,254.0,435,400,91.95%,400,91.95%,401,92.18%,1,0.23%,0,0.00%
105,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
106,,440,400,90.91%,400,90.91%,401,91.14%,1,0.23%,0,0.00%
107,8305.0,679,582,85.71%,582,85.71%,588,86.60%,6,0.88%,0,0.00%
108,9999.0,9,1,11.11%,1,11.11%,1,11.11%,0,0.00%,0,0.00%
109,,688,583,84.74%,583,84.74%,589,85.61%,6,0.87%,0,0.00%
110,53.0,70,37,52.86%,37,52.86%,40,57.14%,3,4.29%,0,0.00%
111,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
112,,72,37,51.39%,37,51.39%,40,55.56%,3,4.17%,0,0.00%
113,7101.0,335,244,72.84%,241,71.94%,260,77.61%,16,4.78%,3,0.90%
114,,335,244,72.84%,241,71.94%,260,77.61%,16,4.78%,3,0.90%
115,309.0,209,93,44.50%,90,43.06%,99,47.37%,6,2.87%,3,1.44%
116,,209,93,44.50%,90,43.06%,99,47.37%,6,2.87%,3,1.44%
117,435.0,288,217,75.35%,207,71.88%,228,79.17%,11,3.82%,10,3.47%
118,,288,217,75.35%,207,71.88%,228,79.17%,11,3.82%,10,3.47%
119,448.0,169,135,79.88%,134,79.29%,137,81.07%,2,1.18%,1,0.59%
120,9999.0,4,0,0.00%,0,0.00%,1,25.00%,1,25.00%,0,0.00%
121,,173,135,78.03%,134,77.46%,138,79.77%,3,1.73%,1,0.58%
122,6928.0,54,45,83.33%,43,79.63%,45,83.33%,0,0.00%,2,3.70%
123,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
124,,56,45,80.36%,43,76.79%,45,80.36%,0,0.00%,2,3.57%
125,460.0,331,239,72.21%,239,72.21%,257,77.64%,18,5.44%,0,0.00%
126,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
127,,334,239,71.56%,239,71.56%,257,76.95%,18,5.39%,0,0.00%
128,8392.0,49,22,44.90%,22,44.90%,24,48.98%,2,4.08%,0,0.00%
129,,49,22,44.90%,22,44.90%,24,48.98%,2,4.08%,0,0.00%
130,8459.0,125,84,67.20%,82,65.60%,84,67.20%,0,0.00%,2,1.60%
131,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
132,,126,84,66.67%,82,65.08%,84,66.67%,0,0.00%,2,1.59%
133,470.0,262,228,87.02%,228,87.02%,241,91.98%,13,4.96%,0,0.00%
134,9999.0,3,0,0.00%,0,0.00%,1,33.33%,1,33.33%,0,0.00%
135,,265,228,86.04%,228,86.04%,242,91.32%,14,5.28%,0,0.00%
136,467.0,146,94,64.38%,93,63.70%,97,66.44%,3,2.05%,1,0.68%
137,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
138,,147,94,63.95%,93,63.27%,97,65.99%,3,2.04%,1,0.68%
139,196.0,86,47,54.65%,47,54.65%,47,54.65%,0,0.00%,0,0.00%
140,9999.0,3,0,0.00%,0,0.00%,3,100.00%,3,100.00%,0,0.00%
141,,89,47,52.81%,47,52.81%,50,56.18%,3,3.37%,0,0.00%
142,477.0,73,34,46.58%,34,46.58%,38,52.05%,4,5.48%,0,0.00%
143,,73,34,46.58%,34,46.58%,38,52.05%,4,5.48%,0,0.00%
144,492.0,324,294,90.74%,294,90.74%,301,92.90%,7,2.16%,0,0.00%
145,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
146,,330,294,89.09%,294,89.09%,301,91.21%,7,2.12%,0,0.00%
147,509.0,274,217,79.20%,214,78.10%,226,82.48%,9,3.28%,3,1.09%
148,,274,217,79.20%,214,78.10%,226,82.48%,9,3.28%,3,1.09%
149,523.0,231,156,67.53%,155,67.10%,157,67.97%,1,0.43%,1,0.43%
150,,231,156,67.53%,155,67.10%,157,67.97%,1,0.43%,1,0.43%
151,536.0,200,123,61.50%,121,60.50%,126,63.00%,3,1.50%,2,1.00%
152,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
153,,204,123,60.29%,121,59.31%,126,61.76%,3,1.47%,2,0.98%
154,0.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
155,,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
156,107.0,224,129,57.59%,127,56.70%,147,65.63%,18,8.04%,2,0.89%
157,,224,129,57.59%,127,56.70%,147,65.63%,18,8.04%,2,0.89%
158,7821.0,83,34,40.96%,34,40.96%,44,53.01%,10,12.05%,0,0.00%
159,,83,34,40.96%,34,40.96%,44,53.01%,10,12.05%,0,0.00%
160,8129.0,42,32,76.19%,25,59.52%,32,76.19%,0,0.00%,7,16.67%
161,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
162,,46,32,69.57%,25,54.35%,32,69.57%,0,0.00%,7,15.22%
163,,"10,383","7,157",68.93%,"7,054",67.94%,"7,443",71.68%,286,2.75%,103,0.99%
164,2320.0,65,40,61.54%,39,60.00%,44,67.69%,4,6.15%,1,1.54%
165,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
166,,71,40,56.34%,39,54.93%,44,61.97%,4,5.63%,1,1.41%
167,7640.0,64,43,67.19%,42,65.63%,43,67.19%,0,0.00%,1,1.56%
168,8342.0,190,107,56.32%,107,56.32%,113,59.47%,6,3.16%,0,0.00%
169,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
170,,260,150,57.69%,149,57.31%,156,60.00%,6,2.31%,1,0.38%
171,594.0,149,102,68.46%,97,65.10%,103,69.13%,1,0.67%,5,3.36%
172,9999.0,5,1,20.00%,1,20.00%,2,40.00%,1,20.00%,0,0.00%
173,,154,103,66.88%,98,63.64%,105,68.18%,2,1.30%,5,3.25%
174,7923.0,41,26,63.41%,26,63.41%,28,68.29%,2,4.88%,0,0.00%
175,,41,26,63.41%,26,63.41%,28,68.29%,2,4.88%,0,0.00%
176,4807.0,163,46,28.22%,43,26.38%,51,31.29%,5,3.07%,3,1.84%
177,,163,46,28.22%,43,26.38%,51,31.29%,5,3.07%,3,1.84%
178,,689,365,52.98%,355,51.52%,384,55.73%,19,2.76%,10,1.45%
179,7859.0,153,114,74.51%,113,73.86%,122,79.74%,8,5.23%,1,0.65%
180,,153,114,74.51%,113,73.86%,122,79.74%,8,5.23%,1,0.65%
181,8086.0,66,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
182,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
183,,67,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
184,6555.0,157,79,50.32%,70,44.59%,83,52.87%,4,2.55%,9,5.73%
185,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
186,,159,79,49.69%,70,44.03%,83,52.20%,4,2.52%,9,5.66%
187,640.0,184,121,65.76%,113,61.41%,127,69.02%,6,3.26%,8,4.35%
188,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
189,,185,121,65.41%,113,61.08%,127,68.65%,6,3.24%,8,4.32%
190,649.0,96,38,39.58%,30,31.25%,42,43.75%,4,4.17%,8,8.33%
191,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
192,,100,38,38.00%,30,30.00%,42,42.00%,4,4.00%,8,8.00%
193,6707.0,171,117,68.42%,113,66.08%,127,74.27%,10,5.85%,4,2.34%
194,9999.0,2,0,0.00%,0,0.00%,1,50.00%,1,50.00%,0,0.00%
195,,173,117,67.63%,113,65.32%,128,73.99%,11,6.36%,4,2.31%
196,8044.0,181,115,63.54%,114,62.98%,115,63.54%,0,0.00%,1,0.55%
197,,181,115,63.54%,114,62.98%,115,63.54%,0,0.00%,1,0.55%
198,6563.0,102,52,50.98%,52,50.98%,63,61.76%,11,10.78%,0,0.00%
199,,102,52,50.98%,52,50.98%,63,61.76%,11,10.78%,0,0.00%
200,7650.0,"1,145",445,38.86%,383,33.45%,464,40.52%,19,1.66%,62,5.41%
201,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
202,,"1,147",445,38.80%,383,33.39%,464,40.45%,19,1.66%,62,5.41%
203,675.0,142,87,61.27%,86,60.56%,97,68.31%,10,7.04%,1,0.70%
204,,142,87,61.27%,86,60.56%,97,68.31%,10,7.04%,1,0.70%
205,695.0,97,59,60.82%,49,50.52%,65,67.01%,6,6.19%,10,10.31%
206,,97,59,60.82%,49,50.52%,65,67.01%,6,6.19%,10,10.31%
207,700.0,109,73,66.97%,70,64.22%,76,69.72%,3,2.75%,3,2.75%
208,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
209,,110,73,66.36%,70,63.64%,76,69.09%,3,2.73%,3,2.73%
210,8000.0,50,19,38.00%,19,38.00%,20,40.00%,1,2.00%,0,0.00%
211,,50,19,38.00%,19,38.00%,20,40.00%,1,2.00%,0,0.00%
212,714.0,84,43,51.19%,43,51.19%,45,53.57%,2,2.38%,0,0.00%
213,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
214,,85,43,50.59%,43,50.59%,45,52.94%,2,2.35%,0,0.00%
215,719.0,48,37,77.08%,36,75.00%,38,79.17%,1,2.08%,1,2.08%
216,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
217,,51,37,72.55%,36,70.59%,38,74.51%,1,1.96%,1,1.96%
218,,"2,802","1,399",49.93%,"1,291",46.07%,"1,485",53.00%,86,3.07%,108,3.85%
219,726.0,137,55,40.15%,53,38.69%,58,42.34%,3,2.19%,2,1.46%
220,,137,55,40.15%,53,38.69%,58,42.34%,3,2.19%,2,1.46%
221,732.0,92,41,44.57%,40,43.48%,49,53.26%,8,8.70%,1,1.09%
222,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
223,,93,41,44.09%,40,43.01%,49,52.69%,8,8.60%,1,1.08%
224,7897.0,105,42,40.00%,42,40.00%,53,50.48%,11,10.48%,0,0.00%
225,,105,42,40.00%,42,40.00%,53,50.48%,11,10.48%,0,0.00%
226,8436.0,66,36,54.55%,35,53.03%,42,63.64%,6,9.09%,1,1.52%
227,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
228,,67,36,53.73%,35,52.24%,42,62.69%,6,8.96%,1,1.49%
229,8154.0,12,2,16.67%,2,16.67%,4,33.33%,2,16.67%,0,0.00%
230,,12,2,16.67%,2,16.67%,4,33.33%,2,16.67%,0,0.00%
231,753.0,77,29,37.66%,28,36.36%,32,41.56%,3,3.90%,1,1.30%
232,,77,29,37.66%,28,36.36%,32,41.56%,3,3.90%,1,1.30%
233,,491,205,41.75%,200,40.73%,238,48.47%,33,6.72%,5,1.02%
234,820.0,76,49,64.47%,45,59.21%,54,71.05%,5,6.58%,4,5.26%
235,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
236,,77,49,63.64%,45,58.44%,54,70.13%,5,6.49%,4,5.19%
237,6306.0,495,335,67.68%,323,65.25%,340,68.69%,5,1.01%,12,2.42%
238,9999.0,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
239,,509,335,65.82%,323,63.46%,340,66.80%,5,0.98%,12,2.36%
240,6308.0,111,67,60.36%,65,58.56%,67,60.36%,0,0.00%,2,1.80%
241,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
242,,113,67,59.29%,65,57.52%,67,59.29%,0,0.00%,2,1.77%
243,777.0,171,109,63.74%,101,59.06%,112,65.50%,3,1.75%,8,4.68%
244,9999.0,11,2,18.18%,1,9.09%,3,27.27%,1,9.09%,1,9.09%
245,,182,111,60.99%,102,56.04%,115,63.19%,4,2.20%,9,4.95%
246,4810.0,259,161,62.16%,161,62.16%,169,65.25%,8,3.09%,0,0.00%
247,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
248,,261,161,61.69%,161,61.69%,169,64.75%,8,3.07%,0,0.00%
249,788.0,344,226,65.70%,225,65.41%,229,66.57%,3,0.87%,1,0.29%
250,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
251,,346,227,65.61%,226,65.32%,230,66.47%,3,0.87%,1,0.29%
252,5023.0,193,136,70.47%,134,69.43%,145,75.13%,9,4.66%,2,1.04%
253,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
254,,195,136,69.74%,134,68.72%,145,74.36%,9,4.62%,2,1.03%
255,802.0,338,199,58.88%,198,58.58%,209,61.83%,10,2.96%,1,0.30%
256,9999.0,15,0,0.00%,0,0.00%,1,6.67%,1,6.67%,0,0.00%
257,,353,199,56.37%,198,56.09%,210,59.49%,11,3.12%,1,0.28%
258,808.0,167,97,58.08%,97,58.08%,98,58.68%,1,0.60%,0,0.00%
259,,167,97,58.08%,97,58.08%,98,58.68%,1,0.60%,0,0.00%
260,816.0,122,69,56.56%,69,56.56%,72,59.02%,3,2.46%,0,0.00%
261,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
262,,123,69,56.10%,69,56.10%,72,58.54%,3,2.44%,0,0.00%
263,6610.0,334,197,58.98%,180,53.89%,197,58.98%,0,0.00%,17,5.09%
264,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
265,,335,197,58.81%,180,53.73%,197,58.81%,0,0.00%,17,5.07%
266,6318.0,107,71,66.36%,71,66.36%,72,67.29%,1,0.93%,0,0.00%
267,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
268,,110,71,64.55%,71,64.55%,72,65.45%,1,0.91%,0,0.00%
269,8116.0,987,372,37.69%,372,37.69%,374,37.89%,2,0.20%,0,0.00%
270,9999.0,18,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
271,,"1,005",372,37.01%,372,37.01%,374,37.21%,2,0.20%,0,0.00%
272,864.0,179,120,67.04%,116,64.80%,124,69.27%,4,2.23%,4,2.23%
273,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
274,,182,120,65.93%,116,63.74%,124,68.13%,4,2.20%,4,2.20%
275,4670.0,103,46,44.66%,46,44.66%,48,46.60%,2,1.94%,0,0.00%
276,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
