,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
277,,105,46,43.81%,46,43.81%,48,45.71%,2,1.90%,0,0.00%
278,873.0,248,180,72.58%,168,67.74%,180,72.58%,0,0.00%,12,4.84%
279,9999.0,27,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
280,,275,180,65.45%,168,61.09%,180,65.45%,0,0.00%,12,4.36%
281,6980.0,467,301,64.45%,301,64.45%,312,66.81%,11,2.36%,0,0.00%
282,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
283,,477,301,63.10%,301,63.10%,312,65.41%,11,2.31%,0,0.00%
284,887.0,145,127,87.59%,122,84.14%,128,88.28%,1,0.69%,5,3.45%
285,,145,127,87.59%,122,84.14%,128,88.28%,1,0.69%,5,3.45%
286,,"4,960","2,865",57.76%,"2,796",56.37%,"2,935",59.17%,70,1.41%,69,1.39%
287,7720.0,22,6,27.27%,6,27.27%,10,45.45%,4,18.18%,0,0.00%
288,,22,6,27.27%,6,27.27%,10,45.45%,4,18.18%,0,0.00%
289,913.0,452,236,52.21%,229,50.66%,247,54.65%,11,2.43%,7,1.55%
290,,452,236,52.21%,229,50.66%,247,54.65%,11,2.43%,7,1.55%
291,917.0,83,59,71.08%,59,71.08%,59,71.08%,0,0.00%,0,0.00%
292,,83,59,71.08%,59,71.08%,59,71.08%,0,0.00%,0,0.00%
293,921.0,76,31,40.79%,28,36.84%,31,40.79%,0,0.00%,3,3.95%
294,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
295,,77,31,40.26%,28,36.36%,31,40.26%,0,0.00%,3,3.90%
296,5207.0,261,147,56.32%,145,55.56%,157,60.15%,10,3.83%,2,0.77%
297,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
298,,264,147,55.68%,145,54.92%,157,59.47%,10,3.79%,2,0.76%
299,941.0,149,71,47.65%,68,45.64%,79,53.02%,8,5.37%,3,2.01%
300,,149,71,47.65%,68,45.64%,79,53.02%,8,5.37%,3,2.01%
301,949.0,125,65,52.00%,60,48.00%,76,60.80%,11,8.80%,5,4.00%
302,,125,65,52.00%,60,48.00%,76,60.80%,11,8.80%,5,4.00%
303,951.0,31,19,61.29%,19,61.29%,20,64.52%,1,3.23%,0,0.00%
304,,31,19,61.29%,19,61.29%,20,64.52%,1,3.23%,0,0.00%
305,,"1,203",634,52.70%,614,51.04%,679,56.44%,45,3.74%,20,1.66%
306,958.0,160,81,50.63%,76,47.50%,81,50.63%,0,0.00%,5,3.13%
307,,160,81,50.63%,76,47.50%,81,50.63%,0,0.00%,5,3.13%
308,988.0,64,33,51.56%,32,50.00%,33,51.56%,0,0.00%,1,1.56%
309,,64,33,51.56%,32,50.00%,33,51.56%,0,0.00%,1,1.56%
310,964.0,59,29,49.15%,29,49.15%,31,52.54%,2,3.39%,0,0.00%
311,,59,29,49.15%,29,49.15%,31,52.54%,2,3.39%,0,0.00%
312,965.0,64,34,53.13%,34,53.13%,34,53.13%,0,0.00%,0,0.00%
313,,64,34,53.13%,34,53.13%,34,53.13%,0,0.00%,0,0.00%
314,5208.0,89,37,41.57%,37,41.57%,40,44.94%,3,3.37%,0,0.00%
315,,89,37,41.57%,37,41.57%,40,44.94%,3,3.37%,0,0.00%
316,1000.0,88,43,48.86%,43,48.86%,46,52.27%,3,3.41%,0,0.00%
317,,88,43,48.86%,43,48.86%,46,52.27%,3,3.41%,0,0.00%
318,1005.0,88,33,37.50%,32,36.36%,39,44.32%,6,6.82%,1,1.14%
319,,88,33,37.50%,32,36.36%,39,44.32%,6,6.82%,1,1.14%
320,,612,290,47.39%,283,46.24%,304,49.67%,14,2.29%,7,1.14%
321,7726.0,25,8,32.00%,8,32.00%,11,44.00%,3,12.00%,0,0.00%
322,,25,8,32.00%,8,32.00%,11,44.00%,3,12.00%,0,0.00%
323,5116.0,444,306,68.92%,301,67.79%,310,69.82%,4,0.90%,5,1.13%
324,9999.0,37,1,2.70%,0,0.00%,2,5.41%,1,2.70%,1,2.70%
325,,481,307,63.83%,301,62.58%,312,64.86%,5,1.04%,6,1.25%
326,1014.0,69,37,53.62%,37,53.62%,42,60.87%,5,7.25%,0,0.00%
327,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
328,,77,37,48.05%,37,48.05%,42,54.55%,5,6.49%,0,0.00%
329,1029.0,391,215,54.99%,215,54.99%,215,54.99%,0,0.00%,0,0.00%
330,9999.0,28,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
331,,419,215,51.31%,215,51.31%,215,51.31%,0,0.00%,0,0.00%
332,1030.0,325,166,51.08%,166,51.08%,195,60.00%,29,8.92%,0,0.00%
333,,325,166,51.08%,166,51.08%,195,60.00%,29,8.92%,0,0.00%
334,1040.0,456,316,69.30%,298,65.35%,316,69.30%,0,0.00%,18,3.95%
335,,456,316,69.30%,298,65.35%,316,69.30%,0,0.00%,18,3.95%
336,1043.0,493,414,83.98%,399,80.93%,414,83.98%,0,0.00%,15,3.04%
337,5133.0,473,437,92.39%,437,92.39%,442,93.45%,5,1.06%,0,0.00%
338,7790.0,551,474,86.03%,474,86.03%,477,86.57%,3,0.54%,0,0.00%
339,9999.0,15,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
340,,"1,532","1,325",86.49%,"1,310",85.51%,"1,333",87.01%,8,0.52%,15,0.98%
341,5096.0,391,346,88.49%,346,88.49%,350,89.51%,4,1.02%,0,0.00%
342,7749.0,526,451,85.74%,449,85.36%,457,86.88%,6,1.14%,2,0.38%
343,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
344,,924,797,86.26%,795,86.04%,807,87.34%,10,1.08%,2,0.22%
345,7568.0,74,55,74.32%,55,74.32%,55,74.32%,0,0.00%,0,0.00%
346,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
347,,75,55,73.33%,55,73.33%,55,73.33%,0,0.00%,0,0.00%
348,8381.0,41,19,46.34%,17,41.46%,20,48.78%,1,2.44%,2,4.88%
349,,41,19,46.34%,17,41.46%,20,48.78%,1,2.44%,2,4.88%
350,6455.0,636,431,67.77%,431,67.77%,473,74.37%,42,6.60%,0,0.00%
351,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
352,,643,431,67.03%,431,67.03%,473,73.56%,42,6.53%,0,0.00%
353,1084.0,119,108,90.76%,106,89.08%,108,90.76%,0,0.00%,2,1.68%
354,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
355,,121,108,89.26%,106,87.60%,108,89.26%,0,0.00%,2,1.65%
356,1094.0,113,91,80.53%,91,80.53%,92,81.42%,1,0.88%,0,0.00%
357,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
358,,114,91,79.82%,91,79.82%,92,80.70%,1,0.88%,0,0.00%
359,1100.0,556,425,76.44%,422,75.90%,429,77.16%,4,0.72%,3,0.54%
360,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
361,,558,425,76.16%,422,75.63%,429,76.88%,4,0.72%,3,0.54%
362,4682.0,742,584,78.71%,582,78.44%,605,81.54%,21,2.83%,2,0.27%
363,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
364,,748,584,78.07%,582,77.81%,605,80.88%,21,2.81%,2,0.27%
365,1128.0,415,274,66.02%,274,66.02%,282,67.95%,8,1.93%,0,0.00%
366,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
367,,417,274,65.71%,274,65.71%,282,67.63%,8,1.92%,0,0.00%
368,,"6,956","5,158",74.15%,"5,108",73.43%,"5,295",76.12%,137,1.97%,50,0.72%
369,8344.0,443,315,71.11%,312,70.43%,334,75.40%,19,4.29%,3,0.68%
370,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
371,,454,315,69.38%,312,68.72%,334,73.57%,19,4.19%,3,0.66%
372,1154.0,103,50,48.54%,50,48.54%,54,52.43%,4,3.88%,0,0.00%
373,9999.0,18,11,61.11%,11,61.11%,12,66.67%,1,5.56%,0,0.00%
374,,121,61,50.41%,61,50.41%,66,54.55%,5,4.13%,0,0.00%
375,1159.0,252,203,80.56%,203,80.56%,212,84.13%,9,3.57%,0,0.00%
376,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
377,,253,203,80.24%,203,80.24%,212,83.79%,9,3.56%,0,0.00%
378,1164.0,103,54,52.43%,52,50.49%,56,54.37%,2,1.94%,2,1.94%
379,,103,54,52.43%,52,50.49%,56,54.37%,2,1.94%,2,1.94%
380,1172.0,150,82,54.67%,81,54.00%,84,56.00%,2,1.33%,1,0.67%
381,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
382,,154,82,53.25%,81,52.60%,84,54.55%,2,1.30%,1,0.65%
383,1177.0,196,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
384,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
385,,198,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
386,8318.0,586,492,83.96%,476,81.23%,495,84.47%,3,0.51%,16,2.73%
387,9999.0,5,1,20.00%,1,20.00%,2,40.00%,1,20.00%,0,0.00%
388,,591,493,83.42%,477,80.71%,497,84.09%,4,0.68%,16,2.71%
389,,"1,874","1,208",64.46%,"1,186",63.29%,"1,249",66.65%,41,2.19%,22,1.17%
390,5135.0,48,17,35.42%,17,35.42%,17,35.42%,0,0.00%,0,0.00%
391,9999.0,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
392,,52,18,34.62%,18,34.62%,18,34.62%,0,0.00%,0,0.00%
393,5212.0,94,63,67.02%,61,64.89%,68,72.34%,5,5.32%,2,2.13%
394,,94,63,67.02%,61,64.89%,68,72.34%,5,5.32%,2,2.13%
395,1208.0,154,111,72.08%,101,65.58%,112,72.73%,1,0.65%,10,6.49%
396,,154,111,72.08%,101,65.58%,112,72.73%,1,0.65%,10,6.49%
397,5136.0,40,21,52.50%,21,52.50%,21,52.50%,0,0.00%,0,0.00%
398,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
399,,43,21,48.84%,21,48.84%,21,48.84%,0,0.00%,0,0.00%
400,1225.0,39,17,43.59%,17,43.59%,17,43.59%,0,0.00%,0,0.00%
401,,39,17,43.59%,17,43.59%,17,43.59%,0,0.00%,0,0.00%
402,8382.0,155,83,53.55%,76,49.03%,89,57.42%,6,3.87%,7,4.52%
403,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
404,,156,83,53.21%,76,48.72%,89,57.05%,6,3.85%,7,4.49%
405,1251.0,141,70,49.65%,57,40.43%,72,51.06%,2,1.42%,13,9.22%
406,8314.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
407,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
408,,154,70,45.45%,57,37.01%,72,46.75%,2,1.30%,13,8.44%
409,6201.0,85,60,70.59%,46,54.12%,60,70.59%,0,0.00%,14,16.47%
410,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
411,,88,60,68.18%,46,52.27%,60,68.18%,0,0.00%,14,15.91%
412,1213.0,125,64,51.20%,60,48.00%,69,55.20%,5,4.00%,4,3.20%
413,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
414,,131,64,48.85%,60,45.80%,69,52.67%,5,3.82%,4,3.05%
415,1270.0,73,41,56.16%,38,52.05%,41,56.16%,0,0.00%,3,4.11%
416,,73,41,56.16%,38,52.05%,41,56.16%,0,0.00%,3,4.11%
417,7941.0,108,82,75.93%,82,75.93%,91,84.26%,9,8.33%,0,0.00%
418,,108,82,75.93%,82,75.93%,91,84.26%,9,8.33%,0,0.00%
419,8379.0,135,86,63.70%,86,63.70%,89,65.93%,3,2.22%,0,0.00%
420,,135,86,63.70%,86,63.70%,89,65.93%,3,2.22%,0,0.00%
421,,"1,227",716,58.35%,663,54.03%,747,60.88%,31,2.53%,53,4.32%
422,1299.0,38,17,44.74%,15,39.47%,17,44.74%,0,0.00%,2,5.26%
423,,38,17,44.74%,15,39.47%,17,44.74%,0,0.00%,2,5.26%
424,,38,17,44.74%,15,39.47%,17,44.74%,0,0.00%,2,5.26%
425,4870.0,101,33,32.67%,25,24.75%,38,37.62%,5,4.95%,8,7.92%
426,,101,33,32.67%,25,24.75%,38,37.62%,5,4.95%,8,7.92%
427,1307.0,140,76,54.29%,73,52.14%,80,57.14%,4,2.86%,3,2.14%
428,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
429,,144,76,52.78%,73,50.69%,80,55.56%,4,2.78%,3,2.08%
430,1315.0,152,65,42.76%,65,42.76%,77,50.66%,12,7.89%,0,0.00%
431,,152,65,42.76%,65,42.76%,77,50.66%,12,7.89%,0,0.00%
432,4734.0,108,71,65.74%,67,62.04%,73,67.59%,2,1.85%,4,3.70%
433,9999.0,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
434,,111,72,64.86%,68,61.26%,74,66.67%,2,1.80%,4,3.60%
435,8348.0,79,36,45.57%,36,45.57%,38,48.10%,2,2.53%,0,0.00%
436,,79,36,45.57%,36,45.57%,38,48.10%,2,2.53%,0,0.00%
437,1327.0,25,17,68.00%,17,68.00%,17,68.00%,0,0.00%,0,0.00%
438,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
439,,27,17,62.96%,17,62.96%,17,62.96%,0,0.00%,0,0.00%
440,,614,299,48.70%,284,46.25%,324,52.77%,25,4.07%,15,2.44%
441,1335.0,127,65,51.18%,62,48.82%,72,56.69%,7,5.51%,3,2.36%
442,,127,65,51.18%,62,48.82%,72,56.69%,7,5.51%,3,2.36%
443,1343.0,221,133,60.18%,130,58.82%,136,61.54%,3,1.36%,3,1.36%
444,,221,133,60.18%,130,58.82%,136,61.54%,3,1.36%,3,1.36%
445,6231.0,110,71,64.55%,71,64.55%,71,64.55%,0,0.00%,0,0.00%
446,,110,71,64.55%,71,64.55%,71,64.55%,0,0.00%,0,0.00%
447,1364.0,582,429,73.71%,429,73.71%,432,74.23%,3,0.52%,0,0.00%
448,,582,429,73.71%,429,73.71%,432,74.23%,3,0.52%,0,0.00%
449,,"1,040",698,67.12%,692,66.54%,711,68.37%,13,1.25%,6,0.58%
450,7691.0,270,125,46.30%,125,46.30%,144,53.33%,19,7.04%,0,0.00%
451,,270,125,46.30%,125,46.30%,144,53.33%,19,7.04%,0,0.00%
452,7721.0,95,74,77.89%,74,77.89%,75,78.95%,1,1.05%,0,0.00%
453,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
454,,98,74,75.51%,74,75.51%,75,76.53%,1,1.02%,0,0.00%
455,7819.0,336,233,69.35%,220,65.48%,242,72.02%,9,2.68%,13,3.87%
456,,336,233,69.35%,220,65.48%,242,72.02%,9,2.68%,13,3.87%
457,1367.0,420,310,73.81%,304,72.38%,316,75.24%,6,1.43%,6,1.43%
458,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
459,,429,310,72.26%,304,70.86%,316,73.66%,6,1.40%,6,1.40%
460,5012.0,463,304,65.66%,258,55.72%,316,68.25%,12,2.59%,46,9.94%
461,9999.0,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
462,,476,304,63.87%,258,54.20%,316,66.39%,12,2.52%,46,9.66%
463,1387.0,428,359,83.88%,346,80.84%,371,86.68%,12,2.80%,13,3.04%
464,7759.0,404,344,85.15%,342,84.65%,349,86.39%,5,1.24%,2,0.50%
465,8174.0,192,188,97.92%,188,97.92%,188,97.92%,0,0.00%,0,0.00%
466,,"1,024",891,87.01%,876,85.55%,908,88.67%,17,1.66%,15,1.46%
467,8394.0,245,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
468,,245,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
469,7628.0,126,94,74.60%,92,73.02%,99,78.57%,5,3.97%,2,1.59%
470,,126,94,74.60%,92,73.02%,99,78.57%,5,3.97%,2,1.59%
471,7636.0,73,67,91.78%,66,90.41%,67,91.78%,0,0.00%,1,1.37%
472,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
473,,75,68,90.67%,67,89.33%,68,90.67%,0,0.00%,1,1.33%
474,1424.0,333,303,90.99%,303,90.99%,303,90.99%,0,0.00%,0,0.00%
475,9999.0,24,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
476,,357,303,84.87%,303,84.87%,303,84.87%,0,0.00%,0,0.00%
477,6482.0,330,243,73.64%,242,73.33%,252,76.36%,9,2.73%,1,0.30%
478,,330,243,73.64%,242,73.33%,252,76.36%,9,2.73%,1,0.30%
479,1414.0,184,110,59.78%,105,57.07%,111,60.33%,1,0.54%,5,2.72%
480,,184,110,59.78%,105,57.07%,111,60.33%,1,0.54%,5,2.72%
481,1406.0,420,328,78.10%,325,77.38%,333,79.29%,5,1.19%,3,0.71%
482,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
483,,428,328,76.64%,325,75.93%,333,77.80%,5,1.17%,3,0.70%
484,1420.0,312,188,60.26%,177,56.73%,191,61.22%,3,0.96%,11,3.53%
485,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
486,,319,188,58.93%,177,55.49%,191,59.87%,3,0.94%,11,3.45%
487,1426.0,306,245,80.07%,245,80.07%,246,80.39%,1,0.33%,0,0.00%
488,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
489,,313,245,78.27%,245,78.27%,246,78.59%,1,0.32%,0,0.00%
490,1423.0,542,522,96.31%,522,96.31%,523,96.49%,1,0.18%,0,0.00%
491,9999.0,27,8,29.63%,8,29.63%,9,33.33%,1,3.70%,0,0.00%
492,,569,530,93.15%,530,93.15%,532,93.50%,2,0.35%,0,0.00%
493,1443.0,348,312,89.66%,312,89.66%,321,92.24%,9,2.59%,0,0.00%
494,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
495,,350,312,89.14%,312,89.14%,321,91.71%,9,2.57%,0,0.00%
496,1453.0,353,308,87.25%,304,86.12%,313,88.67%,5,1.42%,4,1.13%
497,6734.0,298,267,89.60%,262,87.92%,271,90.94%,4,1.34%,5,1.68%
498,7894.0,306,272,88.89%,264,86.27%,279,91.18%,7,2.29%,8,2.61%
499,9999.0,20,1,5.00%,1,5.00%,2,10.00%,1,5.00%,0,0.00%
500,,977,848,86.80%,831,85.06%,865,88.54%,17,1.74%,17,1.74%
501,7824.0,203,71,34.98%,66,32.51%,80,39.41%,9,4.43%,5,2.46%
502,,203,71,34.98%,66,32.51%,80,39.41%,9,4.43%,5,2.46%
503,,"7,109","5,277",74.23%,"5,152",72.47%,"5,402",75.99%,125,1.76%,125,1.76%
504,4664.0,43,21,48.84%,19,44.19%,22,51.16%,1,2.33%,2,4.65%
505,,43,21,48.84%,19,44.19%,22,51.16%,1,2.33%,2,4.65%
506,1475.0,56,37,66.07%,36,64.29%,38,67.86%,1,1.79%,1,1.79%
507,,56,37,66.07%,36,64.29%,38,67.86%,1,1.79%,1,1.79%
508,1480.0,62,40,64.52%,40,64.52%,43,69.35%,3,4.84%,0,0.00%
509,,62,40,64.52%,40,64.52%,43,69.35%,3,4.84%,0,0.00%
510,1486.0,65,34,52.31%,33,50.77%,37,56.92%,3,4.62%,1,1.54%
511,,65,34,52.31%,33,50.77%,37,56.92%,3,4.62%,1,1.54%
512,1489.0,52,30,57.69%,30,57.69%,32,61.54%,2,3.85%,0,0.00%
513,,52,30,57.69%,30,57.69%,32,61.54%,2,3.85%,0,0.00%
514,1495.0,81,40,49.38%,40,49.38%,41,50.62%,1,1.23%,0,0.00%
515,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
516,,82,40,48.78%,40,48.78%,41,50.00%,1,1.22%,0,0.00%
517,1501.0,40,18,45.00%,17,42.50%,19,47.50%,1,2.50%,1,2.50%
518,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
519,,43,18,41.86%,17,39.53%,19,44.19%,1,2.33%,1,2.33%
520,,403,220,54.59%,215,53.35%,232,57.57%,12,2.98%,5,1.24%
521,6156.0,252,127,50.40%,113,44.84%,151,59.92%,24,9.52%,14,5.56%
522,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
523,,255,127,49.80%,113,44.31%,151,59.22%,24,9.41%,14,5.49%
524,6236.0,172,79,45.93%,79,45.93%,85,49.42%,6,3.49%,0,0.00%
525,,172,79,45.93%,79,45.93%,85,49.42%,6,3.49%,0,0.00%
526,1529.0,83,42,50.60%,40,48.19%,42,50.60%,0,0.00%,2,2.41%
527,,83,42,50.60%,40,48.19%,42,50.60%,0,0.00%,2,2.41%
528,5219.0,51,23,45.10%,22,43.14%,26,50.98%,3,5.88%,1,1.96%
529,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
530,,52,23,44.23%,22,42.31%,26,50.00%,3,5.77%,1,1.92%
531,8316.0,19,9,47.37%,9,47.37%,9,47.37%,0,0.00%,0,0.00%
532,,19,9,47.37%,9,47.37%,9,47.37%,0,0.00%,0,0.00%
533,1550.0,69,34,49.28%,34,49.28%,36,52.17%,2,2.90%,0,0.00%
534,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
535,,70,34,48.57%,34,48.57%,36,51.43%,2,2.86%,0,0.00%
536,1560.0,110,60,54.55%,60,54.55%,60,54.55%,0,0.00%,0,0.00%
537,,110,60,54.55%,60,54.55%,60,54.55%,0,0.00%,0,0.00%
538,1566.0,80,32,40.00%,32,40.00%,32,40.00%,0,0.00%,0,0.00%
539,,80,32,40.00%,32,40.00%,32,40.00%,0,0.00%,0,0.00%
540,,841,406,48.28%,389,46.25%,441,52.44%,35,4.16%,17,2.02%
541,7635.0,37,21,56.76%,18,48.65%,23,62.16%,2,5.41%,3,8.11%
542,,37,21,56.76%,18,48.65%,23,62.16%,2,5.41%,3,8.11%
543,6241.0,30,21,70.00%,16,53.33%,22,73.33%,1,3.33%,5,16.67%
544,7589.0,248,147,59.27%,147,59.27%,160,64.52%,13,5.24%,0,0.00%
545,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
546,,279,168,60.22%,163,58.42%,182,65.23%,14,5.02%,5,1.79%
547,,316,189,59.81%,181,57.28%,205,64.87%,16,5.06%,8,2.53%
548,8434.0,49,27,55.10%,26,53.06%,29,59.18%,2,4.08%,1,2.04%
549,,49,27,55.10%,26,53.06%,29,59.18%,2,4.08%,1,2.04%
550,1605.0,159,86,54.09%,85,53.46%,88,55.35%,2,1.26%,1,0.63%
551,9999.0,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
552,,166,86,51.81%,85,51.20%,88,53.01%,2,1.20%,1,0.60%
553,1612.0,98,68,69.39%,68,69.39%,68,69.39%,0,0.00%,0,0.00%
554,,98,68,69.39%,68,69.39%,68,69.39%,0,0.00%,0,0.00%
