,school number,graduate count,college bound,total college bound %,2- or 4-year college or university,2- or 4-year university %,total postsecondary bound,total postsecondary bound %,non-degree-granting postsecondary school,non-degree-granting postsecondary school %,specialized associate degree granting institution,specialized associate degree granting institution %
1384,3877.0,21,11,52.38%,11,52.38%,11,52.38%,0,0.00%,0,0.00%
1385,,21,11,52.38%,11,52.38%,11,52.38%,0,0.00%,0,0.00%
1386,,129,73,56.59%,71,55.04%,78,60.47%,5,3.88%,2,1.55%
1387,3891.0,201,114,56.72%,114,56.72%,123,61.19%,9,4.48%,0,0.00%
1388,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1389,,202,114,56.44%,114,56.44%,123,60.89%,9,4.46%,0,0.00%
1390,8403.0,52,24,46.15%,21,40.38%,27,51.92%,3,5.77%,3,5.77%
1391,,52,24,46.15%,21,40.38%,27,51.92%,3,5.77%,3,5.77%
1392,6583.0,73,38,52.05%,36,49.32%,39,53.42%,1,1.37%,2,2.74%
1393,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1394,,74,38,51.35%,36,48.65%,39,52.70%,1,1.35%,2,2.70%
1395,8161.0,8,1,12.50%,1,12.50%,1,12.50%,0,0.00%,0,0.00%
1396,,8,1,12.50%,1,12.50%,1,12.50%,0,0.00%,0,0.00%
1397,3883.0,149,79,53.02%,77,51.68%,81,54.36%,2,1.34%,2,1.34%
1398,,149,79,53.02%,77,51.68%,81,54.36%,2,1.34%,2,1.34%
1399,3910.0,118,52,44.07%,52,44.07%,58,49.15%,6,5.08%,0,0.00%
1400,,118,52,44.07%,52,44.07%,58,49.15%,6,5.08%,0,0.00%
1401,3924.0,233,134,57.51%,122,52.36%,139,59.66%,5,2.15%,12,5.15%
1402,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1403,,234,134,57.26%,122,52.14%,139,59.40%,5,2.14%,12,5.13%
1404,3940.0,74,37,50.00%,36,48.65%,41,55.41%,4,5.41%,1,1.35%
1405,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1406,,75,37,49.33%,36,48.00%,41,54.67%,4,5.33%,1,1.33%
1407,5264.0,81,42,51.85%,42,51.85%,43,53.09%,1,1.23%,0,0.00%
1408,,81,42,51.85%,42,51.85%,43,53.09%,1,1.23%,0,0.00%
1409,5070.0,134,121,90.30%,119,88.81%,124,92.54%,3,2.24%,2,1.49%
1410,,134,121,90.30%,119,88.81%,124,92.54%,3,2.24%,2,1.49%
1411,3957.0,65,42,64.62%,42,64.62%,42,64.62%,0,0.00%,0,0.00%
1412,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1413,,66,42,63.64%,42,63.64%,42,63.64%,0,0.00%,0,0.00%
1414,3914.0,58,23,39.66%,21,36.21%,23,39.66%,0,0.00%,2,3.45%
1415,,58,23,39.66%,21,36.21%,23,39.66%,0,0.00%,2,3.45%
1416,,"1,251",707,56.51%,683,54.60%,741,59.23%,34,2.72%,24,1.92%
1417,3962.0,143,40,27.97%,40,27.97%,42,29.37%,2,1.40%,0,0.00%
1418,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1419,,145,40,27.59%,40,27.59%,42,28.97%,2,1.38%,0,0.00%
1420,3969.0,172,102,59.30%,97,56.40%,103,59.88%,1,0.58%,5,2.91%
1421,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1422,,173,102,58.96%,97,56.07%,103,59.54%,1,0.58%,5,2.89%
1423,,318,142,44.65%,137,43.08%,145,45.60%,3,0.94%,5,1.57%
1424,6207.0,54,32,59.26%,31,57.41%,32,59.26%,0,0.00%,1,1.85%
1425,,54,32,59.26%,31,57.41%,32,59.26%,0,0.00%,1,1.85%
1426,3978.0,85,65,76.47%,64,75.29%,66,77.65%,1,1.18%,1,1.18%
1427,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1428,,87,65,74.71%,64,73.56%,66,75.86%,1,1.15%,1,1.15%
1429,3994.0,53,31,58.49%,29,54.72%,31,58.49%,0,0.00%,2,3.77%
1430,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1431,,55,31,56.36%,29,52.73%,31,56.36%,0,0.00%,2,3.64%
1432,3988.0,72,44,61.11%,42,58.33%,44,61.11%,0,0.00%,2,2.78%
1433,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1434,,74,44,59.46%,42,56.76%,44,59.46%,0,0.00%,2,2.70%
1435,6210.0,43,27,62.79%,26,60.47%,28,65.12%,1,2.33%,1,2.33%
1436,,43,27,62.79%,26,60.47%,28,65.12%,1,2.33%,1,2.33%
1437,4002.0,21,10,47.62%,10,47.62%,12,57.14%,2,9.52%,0,0.00%
1438,,21,10,47.62%,10,47.62%,12,57.14%,2,9.52%,0,0.00%
1439,4006.0,40,19,47.50%,18,45.00%,20,50.00%,1,2.50%,1,2.50%
1440,,40,19,47.50%,18,45.00%,20,50.00%,1,2.50%,1,2.50%
1441,6800.0,26,11,42.31%,11,42.31%,11,42.31%,0,0.00%,0,0.00%
1442,,26,11,42.31%,11,42.31%,11,42.31%,0,0.00%,0,0.00%
1443,8274.0,138,69,50.00%,65,47.10%,70,50.72%,1,0.72%,4,2.90%
1444,,138,69,50.00%,65,47.10%,70,50.72%,1,0.72%,4,2.90%
1445,6216.0,22,7,31.82%,7,31.82%,10,45.45%,3,13.64%,0,0.00%
1446,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1447,,23,7,30.43%,7,30.43%,10,43.48%,3,13.04%,0,0.00%
1448,4026.0,93,65,69.89%,63,67.74%,68,73.12%,3,3.23%,2,2.15%
1449,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1450,,94,65,69.15%,63,67.02%,68,72.34%,3,3.19%,2,2.13%
1451,,655,380,58.02%,366,55.88%,392,59.85%,12,1.83%,14,2.14%
1452,4030.0,30,16,53.33%,16,53.33%,18,60.00%,2,6.67%,0,0.00%
1453,,30,16,53.33%,16,53.33%,18,60.00%,2,6.67%,0,0.00%
1454,,30,16,53.33%,16,53.33%,18,60.00%,2,6.67%,0,0.00%
1455,4034.0,61,26,42.62%,26,42.62%,30,49.18%,4,6.56%,0,0.00%
1456,,61,26,42.62%,26,42.62%,30,49.18%,4,6.56%,0,0.00%
1457,6418.0,56,28,50.00%,28,50.00%,29,51.79%,1,1.79%,0,0.00%
1458,,56,28,50.00%,28,50.00%,29,51.79%,1,1.79%,0,0.00%
1459,6419.0,53,21,39.62%,21,39.62%,21,39.62%,0,0.00%,0,0.00%
1460,,53,21,39.62%,21,39.62%,21,39.62%,0,0.00%,0,0.00%
1461,4044.0,93,48,51.61%,48,51.61%,52,55.91%,4,4.30%,0,0.00%
1462,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1463,,97,48,49.48%,48,49.48%,52,53.61%,4,4.12%,0,0.00%
1464,4049.0,62,23,37.10%,23,37.10%,23,37.10%,0,0.00%,0,0.00%
1465,,62,23,37.10%,23,37.10%,23,37.10%,0,0.00%,0,0.00%
1466,4054.0,43,27,62.79%,25,58.14%,27,62.79%,0,0.00%,2,4.65%
1467,9999.0,13,2,15.38%,2,15.38%,2,15.38%,0,0.00%,0,0.00%
1468,,56,29,51.79%,27,48.21%,29,51.79%,0,0.00%,2,3.57%
1469,,385,175,45.45%,173,44.94%,184,47.79%,9,2.34%,2,0.52%
1470,4058.0,47,22,46.81%,20,42.55%,23,48.94%,1,2.13%,2,4.26%
1471,6373.0,79,31,39.24%,31,39.24%,33,41.77%,2,2.53%,0,0.00%
1472,,126,53,42.06%,51,40.48%,56,44.44%,3,2.38%,2,1.59%
1473,4064.0,38,24,63.16%,24,63.16%,26,68.42%,2,5.26%,0,0.00%
1474,4068.0,79,32,40.51%,31,39.24%,36,45.57%,4,5.06%,1,1.27%
1475,,117,56,47.86%,55,47.01%,62,52.99%,6,5.13%,1,0.85%
1476,4080.0,106,51,48.11%,50,47.17%,52,49.06%,1,0.94%,1,0.94%
1477,,106,51,48.11%,50,47.17%,52,49.06%,1,0.94%,1,0.94%
1478,,349,160,45.85%,156,44.70%,170,48.71%,10,2.87%,4,1.15%
1479,4085.0,148,118,79.73%,118,79.73%,118,79.73%,0,0.00%,0,0.00%
1480,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1481,,151,118,78.15%,118,78.15%,118,78.15%,0,0.00%,0,0.00%
1482,4091.0,175,86,49.14%,85,48.57%,89,50.86%,3,1.71%,1,0.57%
1483,,175,86,49.14%,85,48.57%,89,50.86%,3,1.71%,1,0.57%
1484,,326,204,62.58%,203,62.27%,207,63.50%,3,0.92%,1,0.31%
1485,4098.0,77,38,49.35%,37,48.05%,41,53.25%,3,3.90%,1,1.30%
1486,,77,38,49.35%,37,48.05%,41,53.25%,3,3.90%,1,1.30%
1487,4106.0,144,61,42.36%,59,40.97%,75,52.08%,14,9.72%,2,1.39%
1488,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1489,,145,61,42.07%,59,40.69%,75,51.72%,14,9.66%,2,1.38%
1490,4931.0,113,53,46.90%,51,45.13%,56,49.56%,3,2.65%,2,1.77%
1491,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1492,,116,53,45.69%,51,43.97%,56,48.28%,3,2.59%,2,1.72%
1493,1668.0,114,49,42.98%,41,35.96%,54,47.37%,5,4.39%,8,7.02%
1494,,114,49,42.98%,41,35.96%,54,47.37%,5,4.39%,8,7.02%
1495,4126.0,64,29,45.31%,29,45.31%,29,45.31%,0,0.00%,0,0.00%
1496,,64,29,45.31%,29,45.31%,29,45.31%,0,0.00%,0,0.00%
1497,,516,230,44.57%,217,42.05%,255,49.42%,25,4.84%,13,2.52%
1498,7833.0,17,10,58.82%,9,52.94%,10,58.82%,0,0.00%,1,5.88%
1499,,17,10,58.82%,9,52.94%,10,58.82%,0,0.00%,1,5.88%
1500,4135.0,32,10,31.25%,10,31.25%,14,43.75%,4,12.50%,0,0.00%
1501,4143.0,66,37,56.06%,37,56.06%,37,56.06%,0,0.00%,0,0.00%
1502,4146.0,40,19,47.50%,19,47.50%,20,50.00%,1,2.50%,0,0.00%
1503,4149.0,166,79,47.59%,77,46.39%,83,50.00%,4,2.41%,2,1.20%
1504,,304,145,47.70%,143,47.04%,154,50.66%,9,2.96%,2,0.66%
1505,,321,155,48.29%,152,47.35%,164,51.09%,9,2.80%,3,0.93%
1506,4165.0,41,27,65.85%,19,46.34%,27,65.85%,0,0.00%,8,19.51%
1507,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1508,,42,27,64.29%,19,45.24%,27,64.29%,0,0.00%,8,19.05%
1509,4188.0,72,48,66.67%,33,45.83%,48,66.67%,0,0.00%,15,20.83%
1510,,72,48,66.67%,33,45.83%,48,66.67%,0,0.00%,15,20.83%
1511,4181.0,92,51,55.43%,41,44.57%,51,55.43%,0,0.00%,10,10.87%
1512,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1513,,96,51,53.13%,41,42.71%,51,53.13%,0,0.00%,10,10.42%
1514,4195.0,67,46,68.66%,46,68.66%,46,68.66%,0,0.00%,0,0.00%
1515,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1516,,69,46,66.67%,46,66.67%,46,66.67%,0,0.00%,0,0.00%
1517,4203.0,70,43,61.43%,43,61.43%,48,68.57%,5,7.14%,0,0.00%
1518,,70,43,61.43%,43,61.43%,48,68.57%,5,7.14%,0,0.00%
1519,4217.0,394,282,71.57%,265,67.26%,285,72.34%,3,0.76%,17,4.31%
1520,9999.0,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1521,,405,282,69.63%,265,65.43%,285,70.37%,3,0.74%,17,4.20%
1522,4715.0,90,46,51.11%,45,50.00%,47,52.22%,1,1.11%,1,1.11%
1523,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1524,,93,46,49.46%,45,48.39%,47,50.54%,1,1.08%,1,1.08%
1525,4235.0,89,54,60.67%,52,58.43%,57,64.04%,3,3.37%,2,2.25%
1526,,89,54,60.67%,52,58.43%,57,64.04%,3,3.37%,2,2.25%
1527,4242.0,68,39,57.35%,39,57.35%,44,64.71%,5,7.35%,0,0.00%
1528,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1529,,69,39,56.52%,39,56.52%,44,63.77%,5,7.25%,0,0.00%
1530,4249.0,102,50,49.02%,49,48.04%,64,62.75%,14,13.73%,1,0.98%
1531,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1532,,104,50,48.08%,49,47.12%,64,61.54%,14,13.46%,1,0.96%
1533,5083.0,357,331,92.72%,327,91.60%,332,93.00%,1,0.28%,4,1.12%
1534,9999.0,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
1535,,359,332,92.48%,328,91.36%,333,92.76%,1,0.28%,4,1.11%
1536,7019.0,172,98,56.98%,97,56.40%,100,58.14%,2,1.16%,1,0.58%
1537,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1538,,178,98,55.06%,97,54.49%,100,56.18%,2,1.12%,1,0.56%
1539,6012.0,243,144,59.26%,141,58.02%,146,60.08%,2,0.82%,3,1.23%
1540,,243,144,59.26%,141,58.02%,146,60.08%,2,0.82%,3,1.23%
1541,4286.0,81,31,38.27%,31,38.27%,39,48.15%,8,9.88%,0,0.00%
1542,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1543,,83,31,37.35%,31,37.35%,39,46.99%,8,9.64%,0,0.00%
1544,,"1,972","1,291",65.47%,"1,229",62.32%,"1,335",67.70%,44,2.23%,62,3.14%
1545,4295.0,148,89,60.14%,89,60.14%,99,66.89%,10,6.76%,0,0.00%
1546,9999.0,9,3,33.33%,3,33.33%,3,33.33%,0,0.00%,0,0.00%
1547,,157,92,58.60%,92,58.60%,102,64.97%,10,6.37%,0,0.00%
1548,6704.0,142,92,64.79%,92,64.79%,95,66.90%,3,2.11%,0,0.00%
1549,,142,92,64.79%,92,64.79%,95,66.90%,3,2.11%,0,0.00%
1550,,299,184,61.54%,184,61.54%,197,65.89%,13,4.35%,0,0.00%
1551,4930.0,186,132,70.97%,123,66.13%,136,73.12%,4,2.15%,9,4.84%
1552,,186,132,70.97%,123,66.13%,136,73.12%,4,2.15%,9,4.84%
1553,4340.0,130,94,72.31%,86,66.15%,95,73.08%,1,0.77%,8,6.15%
1554,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1555,,134,94,70.15%,86,64.18%,95,70.90%,1,0.75%,8,5.97%
1556,4352.0,132,78,59.09%,70,53.03%,80,60.61%,2,1.52%,8,6.06%
1557,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1558,,136,78,57.35%,70,51.47%,80,58.82%,2,1.47%,8,5.88%
1559,4360.0,269,224,83.27%,222,82.53%,224,83.27%,0,0.00%,2,0.74%
1560,9999.0,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1561,,272,224,82.35%,222,81.62%,224,82.35%,0,0.00%,2,0.74%
1562,7550.0,37,17,45.95%,17,45.95%,18,48.65%,1,2.70%,0,0.00%
1563,,37,17,45.95%,17,45.95%,18,48.65%,1,2.70%,0,0.00%
1564,4845.0,286,184,64.34%,183,63.99%,185,64.69%,1,0.35%,1,0.35%
1565,9999.0,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1566,,295,184,62.37%,183,62.03%,185,62.71%,1,0.34%,1,0.34%
1567,4373.0,194,131,67.53%,128,65.98%,134,69.07%,3,1.55%,3,1.55%
1568,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1569,,195,131,67.18%,128,65.64%,134,68.72%,3,1.54%,3,1.54%
1570,4404.0,440,263,59.77%,257,58.41%,277,62.95%,14,3.18%,6,1.36%
1571,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1572,,442,263,59.50%,257,58.14%,277,62.67%,14,3.17%,6,1.36%
1573,8421.0,58,27,46.55%,24,41.38%,27,46.55%,0,0.00%,3,5.17%
1574,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1575,,59,27,45.76%,24,40.68%,27,45.76%,0,0.00%,3,5.08%
1576,4431.0,276,166,60.14%,157,56.88%,169,61.23%,3,1.09%,9,3.26%
1577,,276,166,60.14%,157,56.88%,169,61.23%,3,1.09%,9,3.26%
1578,4442.0,110,71,64.55%,71,64.55%,82,74.55%,11,10.00%,0,0.00%
1579,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1580,,111,71,63.96%,71,63.96%,82,73.87%,11,9.91%,0,0.00%
1581,6181.0,47,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1582,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1583,,49,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1584,4458.0,132,80,60.61%,73,55.30%,80,60.61%,0,0.00%,7,5.30%
1585,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1586,,134,80,59.70%,73,54.48%,80,59.70%,0,0.00%,7,5.22%
1587,8323.0,93,53,56.99%,53,56.99%,59,63.44%,6,6.45%,0,0.00%
1588,,93,53,56.99%,53,56.99%,59,63.44%,6,6.45%,0,0.00%
1589,4717.0,405,320,79.01%,315,77.78%,322,79.51%,2,0.49%,5,1.23%
1590,,405,320,79.01%,315,77.78%,322,79.51%,2,0.49%,5,1.23%
1591,6648.0,323,255,78.95%,252,78.02%,255,78.95%,0,0.00%,3,0.93%
1592,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1593,,325,255,78.46%,252,77.54%,255,78.46%,0,0.00%,3,0.92%
1594,6191.0,119,62,52.10%,62,52.10%,62,52.10%,0,0.00%,0,0.00%
1595,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1596,,121,62,51.24%,62,51.24%,62,51.24%,0,0.00%,0,0.00%
1597,4735.0,155,79,50.97%,79,50.97%,84,54.19%,5,3.23%,0,0.00%
1598,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1599,,159,79,49.69%,79,49.69%,84,52.83%,5,3.14%,0,0.00%
1600,,"3,429","2,236",65.21%,"2,172",63.34%,"2,289",66.75%,53,1.55%,64,1.87%
1601,5271.0,164,81,49.39%,73,44.51%,82,50.00%,1,0.61%,8,4.88%
1602,,164,81,49.39%,73,44.51%,82,50.00%,1,0.61%,8,4.88%
1603,4528.0,78,51,65.38%,49,62.82%,51,65.38%,0,0.00%,2,2.56%
1604,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1605,,79,51,64.56%,49,62.03%,51,64.56%,0,0.00%,2,2.53%
1606,,243,132,54.32%,122,50.21%,133,54.73%,1,0.41%,10,4.12%
1607,4545.0,466,315,67.60%,308,66.09%,323,69.31%,8,1.72%,7,1.50%
1608,9999.0,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1609,,471,315,66.88%,308,65.39%,323,68.58%,8,1.70%,7,1.49%
1610,4553.0,471,329,69.85%,306,64.97%,341,72.40%,12,2.55%,23,4.88%
1611,9999.0,15,4,26.67%,4,26.67%,6,40.00%,2,13.33%,0,0.00%
1612,,486,333,68.52%,310,63.79%,347,71.40%,14,2.88%,23,4.73%
1613,4558.0,233,119,51.07%,119,51.07%,124,53.22%,5,2.15%,0,0.00%
1614,9999.0,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1615,,241,119,49.38%,119,49.38%,124,51.45%,5,2.07%,0,0.00%
1616,4564.0,165,81,49.09%,79,47.88%,94,56.97%,13,7.88%,2,1.21%
1617,9999.0,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1618,,171,81,47.37%,79,46.20%,94,54.97%,13,7.60%,2,1.17%
1619,4571.0,123,50,40.65%,46,37.40%,50,40.65%,0,0.00%,4,3.25%
1620,9999.0,13,1,7.69%,1,7.69%,1,7.69%,0,0.00%,0,0.00%
1621,,136,51,37.50%,47,34.56%,51,37.50%,0,0.00%,4,2.94%
1622,7624.0,34,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1623,,34,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1624,4577.0,250,154,61.60%,149,59.60%,161,64.40%,7,2.80%,5,2.00%
1625,,250,154,61.60%,149,59.60%,161,64.40%,7,2.80%,5,2.00%
1626,4598.0,349,194,55.59%,191,54.73%,206,59.03%,12,3.44%,3,0.86%
1627,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1628,,353,194,54.96%,191,54.11%,206,58.36%,12,3.40%,3,0.85%
1629,4602.0,165,97,58.79%,92,55.76%,110,66.67%,13,7.88%,5,3.03%
1630,,165,97,58.79%,92,55.76%,110,66.67%,13,7.88%,5,3.03%
1631,4608.0,292,168,57.53%,164,56.16%,175,59.93%,7,2.40%,4,1.37%
1632,9999.0,53,8,15.09%,8,15.09%,8,15.09%,0,0.00%,0,0.00%
1633,,345,176,51.01%,172,49.86%,183,53.04%,7,2.03%,4,1.16%
1634,4614.0,249,170,68.27%,162,65.06%,176,70.68%,6,2.41%,8,3.21%
1635,9999.0,10,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1636,,259,170,65.64%,162,62.55%,176,67.95%,6,2.32%,8,3.09%
1637,4623.0,285,159,55.79%,154,54.04%,164,57.54%,5,1.75%,5,1.75%
1638,9999.0,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1639,,289,159,55.02%,154,53.29%,164,56.75%,5,1.73%,5,1.73%
1640,6705.0,209,111,53.11%,106,50.72%,114,54.55%,3,1.44%,5,2.39%
1641,9999.0,20,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1642,,229,111,48.47%,106,46.29%,114,49.78%,3,1.31%,5,2.18%
1643,4647.0,228,98,42.98%,98,42.98%,98,42.98%,0,0.00%,0,0.00%
1644,9999.0,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1645,,229,98,42.79%,98,42.79%,98,42.79%,0,0.00%,0,0.00%
1646,5168.0,406,132,32.51%,132,32.51%,150,36.95%,18,4.43%,0,0.00%
1647,,406,132,32.51%,132,32.51%,150,36.95%,18,4.43%,0,0.00%
1648,4658.0,211,150,71.09%,150,71.09%,152,72.04%,2,0.95%,0,0.00%
1649,9999.0,33,3,9.09%,3,9.09%,4,12.12%,1,3.03%,0,0.00%
1650,,244,153,62.70%,153,62.70%,156,63.93%,3,1.23%,0,0.00%
1651,1732.0,320,188,58.75%,188,58.75%,189,59.06%,1,0.31%,0,0.00%
1652,4704.0,266,168,63.16%,157,59.02%,168,63.16%,0,0.00%,11,4.14%
1653,9999.0,4,0,0.00%,0,0.00%,1,25.00%,1,25.00%,0,0.00%
1654,,590,356,60.34%,345,58.47%,358,60.68%,2,0.34%,11,1.86%
1655,6345.0,232,143,61.64%,141,60.78%,144,62.07%,1,0.43%,2,0.86%
1656,9999.0,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
1657,,234,143,61.11%,141,60.26%,144,61.54%,1,0.43%,2,0.85%
1658,8131.0,13,13,100.00%,12,92.31%,13,100.00%,0,0.00%,1,7.69%
1659,,13,13,100.00%,12,92.31%,13,100.00%,0,0.00%,1,7.69%
1660,,"5,145","2,855",55.49%,"2,770",53.84%,"2,972",57.76%,117,2.27%,85,1.65%
1661,,"125,798","75,511",60.03%,"73,420",58.36%,"78,377",62.30%,"2,866",2.28%,"2,091",1.66%
