,school number,total enrollment,low income enrollment,percent of enrollment from low income families
0,7691,754,132,17.5%
1,5273,613,194,31.6%
2,8217,89,58,65.2%
3,0000,8,1,12.5%
4,8122,158,158,100.0%
5,8148,148,146,98.6%
6,5091,"1,078",149,13.8%
7,6839,"1,047",180,17.2%
8,7570,356,47,13.2%
9,2407,289,84,29.1%
10,6398,258,31,12.0%
11,2402,288,40,13.9%
12,3242,"1,731",329,19.0%
13,3241,"1,799",307,17.1%
14,7707,"1,086",194,17.9%
15,3229,468,81,17.3%
16,5075,628,82,13.1%
17,3232,500,124,24.8%
18,3234,439,93,21.2%
19,3226,567,46,8.1%
20,4910,368,143,38.9%
21,7846,186,153,82.3%
22,7824,802,456,56.9%
23,7825,407,270,66.3%
24,6661,436,228,52.3%
25,7858,"9,175","6,563",71.5%
26,2115,249,139,55.8%
27,6001,"1,144",598,52.3%
28,7607,424,236,55.7%
29,7608,413,257,62.2%
30,2116,250,168,67.2%
31,4922,220,139,63.2%
32,2129,279,181,64.9%
33,6002,237,188,79.3%
34,4921,315,182,57.8%
35,8085,710,603,84.9%
36,8086,485,428,88.2%
37,0000,541,229,42.3%
38,5296,303,165,54.5%
39,9999,14,5,35.7%
40,0024,216,107,49.5%
41,0029,476,197,41.4%
42,7467,340,146,42.9%
43,4664,368,131,35.6%
44,9999,253,222,87.7%
45,2790,617,585,94.8%
46,7102,279,260,93.2%
47,2792,846,796,94.1%
48,2791,873,803,92.0%
49,2768,685,557,81.3%
50,2774,700,632,90.3%
51,2775,282,198,70.2%
52,7131,358,331,92.5%
53,2795,"1,741","1,510",86.7%
54,8140,865,796,92.0%
55,2777,316,289,91.5%
56,2779,860,778,90.5%
57,2780,480,335,69.8%
58,2781,510,405,79.4%
59,2782,755,691,91.5%
60,6448,653,620,94.9%
61,2793,"1,099",971,88.4%
62,4929,913,824,90.3%
63,2785,751,640,85.2%
64,2786,535,514,96.1%
65,2794,"2,595","2,184",84.2%
66,7543,395,290,73.4%
67,0913,"1,646",807,49.0%
68,7986,"1,865","1,104",59.2%
69,0891,329,144,43.8%
70,0908,317,91,28.7%
71,0895,408,266,65.2%
72,0930,610,374,61.3%
73,7425,43,40,93.0%
74,0933,600,345,57.5%
75,7199,475,290,61.1%
76,0909,366,335,91.5%
77,0902,596,335,56.2%
78,6708,242,200,82.6%
79,5302,319,270,84.6%
80,6555,770,330,42.9%
81,0633,389,186,47.8%
82,0629,639,193,30.2%
83,0661,508,366,72.0%
84,0632,333,172,51.7%
85,2725,520,98,18.8%
86,2724,422,130,30.8%
87,8178,249,56,22.5%
88,9999,22,3,13.6%
89,2723,304,96,31.6%
90,0820,476,183,38.4%
91,9999,22,5,22.7%
92,5205,387,172,44.4%
93,7838,180,88,48.9%
94,8031,730,674,92.3%
95,7787,568,294,51.8%
96,2320,402,183,45.5%
97,6570,324,166,51.2%
98,0000,362,113,31.2%
99,9999,20,9,45.0%
100,0569,262,95,36.3%
101,6574,286,106,37.1%
102,6575,746,294,39.4%
103,6572,379,159,42.0%
104,0596,604,232,38.4%
105,5002,825,432,52.4%
106,6577,348,159,45.7%
107,7896,515,236,45.8%
108,7895,698,319,45.7%
109,7640,722,284,39.3%
110,8214,369,121,32.8%
111,0958,673,252,37.4%
112,4918,608,310,51.0%
113,8220,523,268,51.2%
114,8219,405,209,51.6%
115,6221,122,52,42.6%
116,6222,95,37,38.9%
117,4165,285,120,42.1%
118,9999,4,2,50.0%
119,7098,299,129,43.1%
120,9999,8,1,12.5%
121,7721,"1,581",252,15.9%
122,1367,"1,790",359,20.1%
123,1365,"1,527",379,24.8%
124,9999,4,0,0.0%
125,5216,884,173,19.6%
126,7323,965,248,25.7%
127,0034,762,118,15.5%
128,5199,396,51,12.9%
129,7669,367,32,8.7%
130,0000,290,23,7.9%
131,8211,210,52,24.8%
132,1335,"1,035",334,32.3%
133,9999,2,0,0.0%
134,1333,78,20,25.6%
135,1334,164,55,33.5%
136,1331,148,44,29.7%
137,1330,399,158,39.6%
138,0050,"1,475",409,27.7%
139,6787,874,298,34.1%
140,0037,322,92,28.6%
141,5194,719,279,38.8%
142,0048,745,216,29.0%
143,3434,"1,040",392,37.7%
144,5257,482,181,37.6%
145,7301,489,209,42.7%
146,5099,574,212,36.9%
147,3430,533,255,47.8%
148,7827,421,155,36.8%
149,7847,92,37,40.2%
150,7386,320,57,17.8%
151,0640,662,119,18.0%
152,8065,430,75,17.4%
153,7823,598,118,19.7%
154,6985,609,150,24.6%
155,0000,159,61,38.4%
156,7545,790,343,43.4%
157,7021,447,173,38.7%
158,0726,635,205,32.3%
159,7096,477,143,30.0%
160,4930,880,243,27.6%
161,4329,309,134,43.4%
162,4328,558,268,48.0%
163,4325,580,190,32.8%
164,4330,287,80,27.9%
165,1343,853,224,26.3%
166,1342,643,201,31.3%
167,1341,428,197,46.0%
168,1339,263,61,23.2%
169,1340,373,102,27.3%
170,6229,251,93,37.1%
171,7144,397,144,36.3%
172,0917,393,114,29.0%
173,0914,458,172,37.6%
174,7557,116,113,97.4%
175,7750,487,485,99.6%
176,5211,541,225,41.6%
177,4675,417,286,68.6%
178,9999,40,11,27.5%
179,5116,"1,961",792,40.4%
180,6451,412,198,48.1%
181,1006,588,274,46.6%
182,7030,532,281,52.8%
183,6896,548,195,35.6%
184,1008,608,420,69.1%
185,6788,701,237,33.8%
186,1594,394,136,34.5%
187,1595,313,83,26.5%
188,7987,441,203,46.0%
189,7988,354,141,39.8%
190,9999,5,2,40.0%
191,4188,391,120,30.7%
192,6304,845,215,25.4%
193,7068,821,210,25.6%
194,0000,226,104,46.0%
195,6206,267,115,43.1%
196,7645,256,119,46.5%
197,9999,3,2,66.7%
198,6207,307,104,33.9%
199,7302,751,256,34.1%
200,0003,642,136,21.2%
201,6921,631,236,37.4%
202,1605,879,348,39.6%
203,6808,708,353,49.9%
204,9999,4,1,25.0%
205,1602,248,122,49.2%
206,6349,286,111,38.8%
207,1604,456,324,71.1%
208,1597,468,251,53.6%
209,4802,329,71,21.6%
210,7326,339,66,19.5%
211,0055,366,73,19.9%
212,0062,"1,624",205,12.6%
213,4902,293,29,9.9%
214,0061,737,119,16.1%
215,7327,643,111,17.3%
216,0060,226,51,22.6%
217,5286,"1,315",666,50.6%
218,5063,397,59,14.9%
219,9999,76,12,15.8%
220,3464,554,473,85.4%
221,3436,248,114,46.0%
222,3453,398,225,56.5%
223,6722,386,316,81.9%
224,4956,"1,133",362,32.0%
225,3456,525,97,18.5%
226,6723,552,446,80.8%
227,4957,"1,875",658,35.1%
228,3458,414,328,79.2%
229,3449,438,195,44.5%
230,3459,240,24,10.0%
231,3442,267,143,53.6%
232,3465,"2,786","1,298",46.6%
233,3443,421,292,69.4%
234,3454,346,311,89.9%
235,3455,445,103,23.1%
236,3463,899,320,35.6%
237,3462,828,558,67.4%
238,3452,557,200,35.9%
239,6633,272,166,61.0%
240,6634,243,173,71.2%
241,6975,562,273,48.6%
242,5267,289,115,39.8%
243,4181,395,159,40.3%
244,0649,465,321,69.0%
245,0648,365,263,72.1%
246,0650,359,266,74.1%
247,0642,491,405,82.5%
248,1677,895,209,23.4%
249,6326,684,197,28.8%
250,7951,352,101,28.7%
251,1676,351,144,41.0%
252,7355,426,137,32.2%
253,8206,658,658,100.0%
254,6707,"1,023",292,28.5%
255,7127,573,178,31.1%
256,9999,10,2,20.0%
257,6558,382,119,31.2%
258,6559,308,44,14.3%
259,6560,196,22,11.2%
260,6828,370,202,54.6%
261,5135,294,148,50.3%
262,7418,459,223,48.6%
263,2317,244,111,45.5%
264,4706,345,122,35.4%
265,2352,277,104,37.5%
266,2353,416,148,35.6%
267,1610,101,39,38.6%
268,1612,440,128,29.1%
269,1611,397,165,41.6%
270,1606,443,284,64.1%
271,1608,248,91,36.7%
272,7419,170,47,27.6%
273,4659,686,177,25.8%
274,3887,372,114,30.6%
275,3891,913,206,22.6%
276,5263,668,184,27.5%
277,9999,25,7,28.0%
278,6891,519,236,45.5%
279,4034,336,134,39.9%
280,7400,234,108,46.2%
281,6804,884,112,12.7%
282,6305,828,213,25.7%
283,6306,"1,682",284,16.9%
284,6307,654,159,24.3%
285,0762,350,112,32.0%
286,0763,329,61,18.5%
287,0754,779,109,14.0%
288,0755,757,72,9.5%
289,0761,286,82,28.7%
290,0766,581,120,20.7%
291,7981,482,367,76.1%
292,4691,754,301,39.9%
293,3092,575,285,49.6%
294,7037,669,411,61.4%
295,7281,521,310,59.5%
296,0768,461,105,22.8%
297,6308,580,99,17.1%
298,6309,365,73,20.0%
299,8191,210,47,22.4%
300,7342,264,127,48.1%
301,0070,394,183,46.4%
302,0069,333,186,55.9%
303,0068,227,92,40.5%
304,1014,323,223,69.0%
305,1013,582,357,61.3%
306,7743,297,211,71.0%
307,5305,479,260,54.3%
308,1021,502,292,58.2%
309,1015,482,276,57.3%
310,1017,471,245,52.0%
311,1020,390,219,56.2%
312,1018,310,162,52.3%
313,1023,397,249,62.7%
314,1024,350,209,59.7%
315,1022,359,193,53.8%
316,1027,519,323,62.2%
317,1029,"1,525",839,55.0%
318,1025,358,170,47.5%
319,5148,563,261,46.4%
320,2362,436,166,38.1%
321,9999,5,2,40.0%
322,6162,700,291,41.6%
323,5231,519,248,47.8%
324,6163,121,52,43.0%
325,2368,247,117,47.4%
326,4818,573,322,56.2%
327,2154,398,245,61.6%
328,9999,8,8,100.0%
329,2153,4,3,75.0%
330,4725,1,1,100.0%
331,8221,404,278,68.8%
332,5145,372,269,72.3%
333,0000,876,170,19.4%
334,7670,199,0,0.0%
335,1030,"1,468",457,31.1%
336,7477,562,204,36.3%
337,4195,745,254,34.1%
338,4333,535,173,32.3%
339,4340,589,141,23.9%
340,4339,431,119,27.6%
341,4336,268,76,28.4%
342,1135,244,197,80.7%
343,6690,"1,199",356,29.7%
344,6119,"1,223",415,33.9%
345,1147,"1,273",297,23.3%
346,1137,198,143,72.2%
347,1148,638,118,18.5%
348,1149,218,71,32.6%
349,1150,262,62,23.7%
350,1134,398,194,48.7%
351,1138,440,107,24.3%
352,1143,417,103,24.7%
353,1142,411,116,28.2%
354,1165,284,97,34.2%
355,1184,210,75,35.7%
356,6999,922,298,32.3%
357,7290,558,249,44.6%
358,7221,342,168,49.1%
359,8051,130,55,42.3%
360,6939,176,74,42.0%
361,4203,292,102,34.9%
362,7347,637,275,43.2%
363,1199,348,123,35.3%
364,9999,15,4,26.7%
365,5212,482,142,29.5%
366,1299,358,183,51.1%
367,1298,331,208,62.8%
368,7509,277,34,12.3%
369,1682,392,43,11.0%
370,1678,303,30,9.9%
371,1680,276,22,8.0%
372,4211,305,37,12.1%
373,9999,14,4,28.6%
374,4217,"1,480",324,21.9%
375,7217,810,187,23.1%
376,4205,242,58,24.0%
377,7216,366,91,24.9%
378,4207,297,111,37.4%
379,4938,197,38,19.3%
380,4210,219,41,18.7%
381,7764,385,85,22.1%
382,4937,445,139,31.2%
383,4214,228,31,13.6%
384,5303,550,294,53.5%
385,0988,446,175,39.2%
386,0000,163,60,36.8%
387,4870,361,104,28.8%
388,0000,551,395,71.7%
389,2420,671,384,57.2%
390,9999,3,1,33.3%
391,7457,939,651,69.3%
392,7577,241,205,85.1%
393,5109,660,258,39.1%
394,1692,413,130,31.5%
395,1694,"1,468",368,25.1%
396,9999,39,1,2.6%
397,1689,518,121,23.4%
398,1691,377,233,61.8%
399,7011,561,145,25.8%
400,1683,260,157,60.4%
401,1690,308,78,25.3%
402,1686,224,112,50.0%
403,1687,212,30,14.2%
404,7010,601,221,36.8%
405,0079,644,257,39.9%
406,0077,398,237,59.5%
407,0078,352,140,39.8%
408,7315,691,343,49.6%
409,7112,435,182,41.8%
410,2797,455,185,40.7%
411,2798,464,148,31.9%
412,6593,567,230,40.6%
413,8222,720,133,18.5%
414,7271,683,204,29.9%
415,7274,690,232,33.6%
416,5007,893,360,40.3%
417,1040,"1,841",520,28.2%
418,8200,879,354,40.3%
419,7726,153,94,61.4%
420,4683,506,134,26.5%
421,7796,876,54,6.2%
422,1044,538,34,6.3%
423,1081,820,88,10.7%
424,5133,"1,624",85,5.2%
425,7790,"1,884",157,8.3%
426,1043,"1,496",146,9.8%
427,7435,702,20,2.8%
428,4852,476,81,17.0%
429,1048,522,33,6.3%
430,7653,933,130,13.9%
431,5307,"1,192",52,4.4%
432,7520,640,44,6.9%
433,1047,632,25,4.0%
434,1041,873,93,10.7%
435,1057,491,61,12.4%
436,7654,"1,038",76,7.3%
437,5306,515,51,9.9%
438,1042,917,116,12.6%
439,1131,625,61,9.8%
440,7715,"1,085",93,8.6%
441,4678,924,70,7.6%
442,1132,505,56,11.1%
443,6646,509,171,33.6%
444,1208,538,164,30.5%
445,1202,415,170,41.0%
446,9999,1,1,100.0%
447,1205,252,113,44.8%
448,7201,690,227,32.9%
449,5390,593,166,28.0%
450,1619,558,114,20.4%
451,1744,667,402,60.3%
452,1746,"1,351",675,50.0%
453,7820,709,182,25.7%
454,9999,107,18,16.8%
455,1745,"1,777",338,19.0%
456,1812,222,90,40.5%
457,7306,231,124,53.7%
458,1777,381,99,26.0%
459,6783,684,183,26.8%
460,1791,317,76,24.0%
461,1782,363,79,21.8%
462,1781,531,177,33.3%
463,1795,213,103,48.4%
464,1778,644,123,19.1%
465,1779,354,208,58.8%
466,1811,424,243,57.3%
467,1780,554,342,61.7%
468,1742,537,303,56.4%
469,5320,420,262,62.4%
470,1817,460,84,18.3%
471,2248,510,212,41.6%
472,6252,237,84,35.4%
473,7734,225,79,35.1%
474,6010,418,183,43.8%
475,7476,888,395,44.5%
476,5118,597,235,39.4%
477,0000,29,9,31.0%
478,4967,522,261,50.0%
479,7720,114,37,32.5%
480,5094,364,165,45.3%
481,0000,225,8,3.6%
482,8045,544,112,20.6%
483,8044,745,223,29.9%
484,8043,527,185,35.1%
485,8046,553,188,34.0%
486,6172,"1,004",445,44.3%
487,4545,"1,739",418,24.0%
488,4544,879,237,27.0%
489,4537,640,276,43.1%
490,4540,699,301,43.1%
491,4539,534,85,15.9%
492,7696,711,101,14.2%
493,5088,563,174,30.9%
494,7552,103,24,23.3%
495,8047,540,426,78.9%
496,2192,297,168,56.6%
497,8244,399,135,33.8%
498,2190,"1,017",407,40.0%
499,6615,"1,050",486,46.3%
500,9999,133,85,63.9%
501,2191,"2,035",702,34.5%
502,4825,298,93,31.2%
503,6273,520,232,44.6%
504,2208,272,106,39.0%
505,2215,291,129,44.3%
506,6274,546,220,40.3%
507,2225,171,64,37.4%
508,6276,132,54,40.9%
509,2212,145,60,41.4%
510,2209,422,153,36.3%
511,2216,330,121,36.7%
512,2196,258,244,94.6%
513,7258,693,356,51.4%
514,4715,512,234,45.7%
515,7157,410,228,55.6%
516,7578,612,433,70.8%
517,6706,"1,120",262,23.4%
518,7415,745,209,28.1%
519,0094,774,210,27.1%
520,7445,798,191,23.9%
521,4234,603,243,40.3%
522,4235,552,179,32.4%
523,5250,740,163,22.0%
524,3250,419,115,27.4%
525,3260,"1,448",291,20.1%
526,9999,1,0,0.0%
527,3257,656,163,24.8%
528,3256,463,105,22.7%
529,3252,361,102,28.3%
530,3255,416,70,16.8%
531,8258,274,211,77.0%
532,7514,61,53,86.9%
533,7539,"3,033","2,851",94.0%
534,0000,828,303,36.6%
535,7860,657,213,32.4%
536,7292,667,207,31.0%
537,7293,396,98,24.7%
538,6492,960,692,72.1%
539,8250,377,253,67.1%
540,8020,293,222,75.8%
541,6491,336,285,84.8%
542,1958,335,254,75.8%
543,8248,348,293,84.2%
544,1829,205,165,80.5%
545,8249,292,239,81.8%
546,0730,428,192,44.9%
547,0729,522,250,47.9%
548,0732,473,197,41.6%
549,0731,229,125,54.6%
550,1843,353,142,40.2%
551,7276,"1,036",624,60.2%
552,1849,"1,012",515,50.9%
553,5322,407,138,33.9%
554,1847,338,238,70.4%
555,1893,306,230,75.2%
556,7575,779,517,66.4%
557,7727,622,410,65.9%
558,7371,459,402,87.6%
559,8094,334,289,86.5%
560,5217,415,155,37.3%
561,1475,431,117,27.1%
562,9999,13,8,61.5%
563,6909,292,139,47.6%
564,1480,437,138,31.6%
565,1479,438,183,41.8%
566,7374,463,250,54.0%
567,0921,402,173,43.0%
568,1507,133,73,54.9%
569,1521,136,76,55.9%
570,6236,782,390,49.9%
571,6649,685,383,55.9%
572,7537,588,307,52.2%
573,5276,294,184,62.6%
574,1376,631,368,58.3%
575,9999,18,0,0.0%
576,5012,"2,193","1,074",49.0%
577,1374,394,180,45.7%
578,1377,413,210,50.8%
579,1375,547,235,43.0%
580,6473,551,263,47.7%
581,1370,780,468,60.0%
582,7334,535,326,60.9%
583,7767,422,259,61.4%
584,6474,681,387,56.8%
585,2510,410,123,30.0%
586,6289,778,251,32.3%
587,6290,"1,018",254,25.0%
588,2506,520,179,34.4%
589,5053,448,131,29.2%
590,7628,"2,043",516,25.3%
591,0000,"1,308",516,39.4%
592,7143,751,121,16.1%
593,5077,"1,074",187,17.4%
594,3261,193,93,48.2%
595,4711,452,81,17.9%
596,3333,"1,506",287,19.1%
597,3332,374,63,16.8%
598,3411,340,38,11.2%
599,9999,8,5,62.5%
600,2515,536,292,54.5%
601,7056,462,354,76.6%
602,2514,354,196,55.4%
603,5178,625,247,39.5%
604,6122,261,87,33.3%
605,7450,246,113,45.9%
606,7774,"6,667","3,517",52.8%
607,7510,"1,266",946,74.7%
608,9999,10,2,20.0%
609,3977,434,144,33.2%
610,3978,551,195,35.4%
611,5213,440,242,55.0%
612,5136,410,185,45.1%
613,2517,465,126,27.1%
614,2531,679,228,33.6%
615,2532,"1,365",403,29.5%
616,5113,642,204,31.8%
617,2522,439,197,44.9%
618,2521,696,274,39.4%
619,6268,538,188,34.9%
620,7822,898,370,41.2%
621,9999,20,4,20.0%
622,6267,612,274,44.8%
623,6898,622,239,38.4%
624,0017,"1,253",382,30.5%
625,8224,723,310,42.9%
626,8225,363,161,44.4%
627,6132,431,216,50.1%
628,6133,345,207,60.0%
629,8226,353,191,54.1%
630,6643,240,170,70.8%
631,2097,417,208,49.9%
632,5047,230,131,57.0%
633,2105,804,490,60.9%
634,5228,"1,319",702,53.2%
635,2103,129,72,55.8%
636,2107,215,141,65.6%
637,5048,599,334,55.8%
638,4819,300,169,56.3%
639,2172,274,173,63.1%
640,4939,361,312,86.4%
641,9999,43,38,88.4%
642,7284,528,106,20.1%
643,0777,920,308,33.5%
644,7651,861,263,30.5%
645,5203,422,130,30.8%
646,6944,358,226,63.1%
647,8087,288,164,56.9%
648,4800,"1,516",384,25.3%
649,6301,"1,051",308,29.3%
650,6302,555,94,16.9%
651,2728,607,205,33.8%
652,2729,485,141,29.1%
653,7300,414,169,40.8%
654,1997,348,183,52.6%
655,1994,153,79,51.6%
656,1998,736,316,42.9%
657,7793,353,185,52.4%
658,7935,484,313,64.7%
659,6141,148,71,48.0%
660,3868,496,204,41.1%
661,3869,393,137,34.9%
662,1088,644,70,10.9%
663,5096,"1,903",88,4.6%
664,7749,"2,094",205,9.8%
665,1086,797,39,4.9%
666,7208,498,47,9.4%
667,4680,366,22,6.0%
668,6833,505,47,9.3%
669,7657,613,31,5.1%
670,7432,660,42,6.4%
671,6453,871,40,4.6%
672,1087,480,33,6.9%
673,6454,572,55,9.6%
674,5308,401,49,12.2%
675,1130,698,14,2.0%
676,1133,324,18,5.6%
677,4098,546,158,28.9%
678,9999,14,2,14.3%
679,6595,522,239,45.8%
680,4095,89,32,36.0%
681,5037,452,186,41.2%
682,1632,435,166,38.2%
683,1651,404,256,63.4%
684,1654,885,388,43.8%
685,1653,456,208,45.6%
686,1650,410,231,56.3%
687,1645,387,294,76.0%
688,7194,458,180,39.3%
689,5179,549,266,48.5%
690,2860,"1,019",127,12.5%
691,7655,458,50,10.9%
692,2858,690,130,18.8%
693,5341,829,105,12.7%
694,7624,105,92,87.6%
695,5277,920,21,2.3%
696,1701,"2,582",300,11.6%
697,9999,23,1,4.3%
698,6714,933,177,19.0%
699,4849,"1,007",111,11.0%
700,1700,471,68,14.4%
701,5020,671,44,6.6%
702,1697,380,122,32.1%
703,1698,346,75,21.7%
704,1696,593,42,7.1%
705,1699,443,77,17.4%
706,1695,601,118,19.6%
707,6238,490,245,50.0%
708,1529,582,241,41.4%
709,6613,70,27,38.6%
710,2868,609,121,19.9%
711,5150,699,162,23.2%
712,2869,877,163,18.6%
713,7596,519,89,17.1%
714,8132,"1,438",383,26.6%
715,6598,"1,022",246,24.1%
716,9999,14,0,0.0%
717,4553,"1,824",318,17.4%
718,4546,178,78,43.8%
719,4701,175,33,18.9%
720,4547,423,77,18.2%
721,4551,575,180,31.3%
722,4549,469,154,32.8%
723,7729,432,45,10.4%
724,0781,361,40,11.1%
725,7272,408,141,34.6%
726,4810,"1,161",218,18.8%
727,7544,955,189,19.8%
728,8007,420,122,29.0%
729,3424,534,161,30.1%
730,9999,9,4,44.4%
731,3425,625,122,19.5%
732,8201,635,210,33.1%
733,4833,551,201,36.5%
734,5278,969,465,48.0%
735,0511,420,109,26.0%
736,0513,617,159,25.8%
737,7595,461,122,26.5%
738,6695,438,113,25.8%
739,0000,323,0,0.0%
740,7058,444,1,0.2%
741,7057,537,53,9.9%
742,6504,26,4,15.4%
743,7671,666,480,72.1%
744,7162,576,169,29.3%
745,5261,"1,720",389,22.6%
746,3865,394,89,22.6%
747,3864,583,187,32.1%
748,7408,643,211,32.8%
749,7625,566,158,27.9%
750,3866,580,104,17.9%
751,4351,510,230,45.1%
752,9999,12,0,0.0%
753,4352,750,281,37.5%
754,6927,918,441,48.0%
755,9999,12,0,0.0%
756,7731,433,76,17.6%
757,4801,"1,190",132,11.1%
758,7186,590,110,18.6%
759,6678,868,129,14.9%
760,1749,520,101,19.4%
761,7775,721,392,54.4%
762,8228,920,372,40.4%
763,7165,487,190,39.0%
764,7786,636,242,38.1%
765,9999,7,1,14.3%
766,2539,826,272,32.9%
767,8229,501,185,36.9%
768,4558,"1,058",353,33.4%
769,6283,552,214,38.8%
770,9999,1,0,0.0%
771,4557,524,223,42.6%
772,7555,498,192,38.6%
773,4556,493,185,37.5%
774,1391,470,73,15.5%
775,7266,500,59,11.8%
776,1431,386,17,4.4%
777,7517,"1,311",110,8.4%
778,7759,"1,656",128,7.7%
779,1387,"1,500",134,8.9%
780,8174,598,7,1.2%
781,5011,557,88,15.8%
782,6476,638,70,11.0%
783,7516,"1,600",106,6.6%
784,1432,667,14,2.1%
785,7265,466,15,3.2%
786,7990,432,20,4.6%
787,6621,539,4,0.7%
788,6477,595,20,3.4%
789,7550,205,176,85.9%
790,2385,294,174,59.2%
791,1541,948,458,48.3%
792,9999,3,1,33.3%
793,6156,"1,176",475,40.4%
794,6919,127,98,77.2%
795,6157,374,161,43.0%
796,1530,113,53,46.9%
797,1532,404,162,40.1%
798,1540,100,73,73.0%
799,2389,101,58,57.4%
800,6918,291,197,67.7%
801,6591,810,292,36.0%
802,2429,473,116,24.5%
803,7712,281,74,26.3%
804,7908,354,351,99.2%
805,5193,550,334,60.7%
806,0542,502,346,68.9%
807,7926,687,483,70.3%
808,3021,226,85,37.6%
809,3018,161,36,22.4%
810,6364,769,208,27.0%
811,3019,517,182,35.2%
812,2799,361,76,21.1%
813,2809,"2,590",558,21.5%
814,7560,898,158,17.6%
815,2808,282,81,28.7%
816,2802,415,145,34.9%
817,7559,"1,078",338,31.4%
818,2804,480,94,19.6%
819,5239,740,101,13.6%
820,4827,584,105,18.0%
821,8133,724,90,12.4%
822,5220,876,252,28.8%
823,1707,839,200,23.8%
824,1705,532,149,28.0%
825,4850,517,168,32.5%
826,7536,487,316,64.9%
827,8016,689,328,47.6%
828,7641,"1,225",599,48.9%
829,6935,"1,480",684,46.2%
830,3204,405,250,61.7%
831,7366,"1,010",506,50.1%
832,7642,798,445,55.8%
833,3201,583,362,62.1%
834,7411,563,255,45.3%
835,3202,333,151,45.3%
836,4822,496,134,27.0%
837,2552,612,195,31.9%
838,2500,488,162,33.2%
839,9999,2,0,0.0%
840,7209,528,182,34.5%
841,2554,969,299,30.9%
842,4707,563,203,36.1%
843,8137,566,187,33.0%
844,6612,558,167,29.9%
845,2740,737,175,23.7%
846,6611,342,109,31.9%
847,2735,236,56,23.7%
848,8127,353,227,64.3%
849,6174,549,141,25.7%
850,4559,452,190,42.0%
851,4564,742,176,23.7%
852,7439,580,228,39.3%
